held_out_paper_doi,model_id,model_label,n_test,mae,rmse,r2,spearman_rho,baseline_mae,mae_improvement_vs_baseline_pct,beats_baseline
https://doi.org/10.1016/j.ymthe.2018.03.010,baseline_mean,Mean baseline,11,39.130234399746605,42.612593591601,-0.6245276790501244,,39.130234399746605,0.0,False
https://doi.org/10.1016/j.ymthe.2018.03.010,rf_composition,RF: composition,11,31.334338727975418,34.69431137707128,-0.07688102091837745,,39.130234399746605,19.92294651785084,True
https://doi.org/10.1016/j.ymthe.2018.03.010,rf_descriptors,RF: descriptors,11,24.039311224310744,28.423477879704922,0.2772208551857591,0.5818181818181819,39.130234399746605,38.5658900513348,True
https://doi.org/10.1016/j.ymthe.2018.03.010,rf_combined,RF: combined,11,23.639239210418076,31.145463295572963,0.13215778868817274,0.5181818181818182,39.130234399746605,39.58830154472278,True
https://doi.org/10.1021/acs.nanolett.1c01353,baseline_mean,Mean baseline,1,45.99558922558923,45.99558922558923,,,45.99558922558923,0.0,False
https://doi.org/10.1021/acs.nanolett.1c01353,rf_composition,RF: composition,1,70.15325560665818,70.15325560665818,,,45.99558922558923,-52.52170216275662,False
https://doi.org/10.1021/acs.nanolett.1c01353,rf_descriptors,RF: descriptors,1,3.3968698371146786,3.3968698371146786,,,45.99558922558923,92.61479221310886,True
https://doi.org/10.1021/acs.nanolett.1c01353,rf_combined,RF: combined,1,3.1647512334025265,3.1647512334025265,,,45.99558922558923,93.11944626281284,True
https://doi.org/10.1038/s41434-022-00370-1,baseline_mean,Mean baseline,3,67.92315254237288,71.09874217232158,-0.012085785868845234,,67.92315254237288,0.0,False
https://doi.org/10.1038/s41434-022-00370-1,rf_composition,RF: composition,3,62.5375918326078,79.26887097687671,-0.2580527040740914,-0.5,67.92315254237288,7.928902749920756,True
https://doi.org/10.1038/s41434-022-00370-1,rf_descriptors,RF: descriptors,3,59.01477373395266,73.17092609339448,-0.07194028804691621,,67.92315254237288,13.115378887725882,True
https://doi.org/10.1038/s41434-022-00370-1,rf_combined,RF: combined,3,55.538551304154886,80.26991333902212,-0.29002782717314224,0.5,67.92315254237288,18.233254456927682,True
https://doi.org/10.1038/s41467-022-33157-4,baseline_mean,Mean baseline,7,30.185562101129108,40.73254064756024,-0.20208860665901063,,30.185562101129108,0.0,False
https://doi.org/10.1038/s41467-022-33157-4,rf_composition,RF: composition,7,41.7039615480199,53.64326051667659,-1.0848932145132983,0.4113766756037212,30.185562101129108,-38.15863825328579,False
https://doi.org/10.1038/s41467-022-33157-4,rf_descriptors,RF: descriptors,7,52.6917688472705,64.4719845356762,-2.0115880070154013,,30.185562101129108,-74.55950851847658,False
https://doi.org/10.1038/s41467-022-33157-4,rf_combined,RF: combined,7,46.54131733258756,58.06336362612807,-1.4426309961248056,0.9349469900084572,30.185562101129108,-54.184033998315556,False
https://doi.org/10.1038/s41467-024-45422-9,baseline_mean,Mean baseline,95,61.54750064817216,66.97630916599806,-5.429161099139284,,61.54750064817216,0.0,False
https://doi.org/10.1038/s41467-024-45422-9,rf_composition,RF: composition,95,47.5510497962989,53.53154633463161,-3.107063929646361,,61.54750064817216,22.740892326208424,True
https://doi.org/10.1038/s41467-024-45422-9,rf_descriptors,RF: descriptors,95,40.54560490085784,46.60628669401522,-2.113156046745388,0.16349720614660382,61.54750064817216,34.123068404302515,True
https://doi.org/10.1038/s41467-024-45422-9,rf_combined,RF: combined,95,39.32229634479735,45.486697119296785,-1.9653823031330875,0.22595061982248518,61.54750064817216,36.11065286049898,True
https://doi.org/10.1038/s41467-024-50619-z,baseline_mean,Mean baseline,29,10.36473913600821,11.66831601998242,-0.2657196861304969,,10.36473913600821,0.0,False
https://doi.org/10.1038/s41467-024-50619-z,rf_composition,RF: composition,29,23.55452187638017,25.736791659781947,-5.157862439934175,,10.36473913600821,-127.25629238992855,False
https://doi.org/10.1038/s41467-024-50619-z,rf_descriptors,RF: descriptors,29,22.422216489349204,26.116897381274754,-5.341096090823229,0.34155066266976747,10.36473913600821,-116.33170111780268,False
https://doi.org/10.1038/s41467-024-50619-z,rf_combined,RF: combined,29,20.982578516221636,24.019186496170096,-4.363369989627782,0.2880562607936653,10.36473913600821,-102.44193549769064,False
https://doi.org/10.1038/s41587-019-0247-3,baseline_mean,Mean baseline,34,29.259558823529414,37.02997046436726,-0.22939836897321597,,29.259558823529414,0.0,False
https://doi.org/10.1038/s41587-019-0247-3,rf_composition,RF: composition,34,30.850359077209955,43.1605130767181,-0.6701639251540283,0.3780461050032739,29.259558823529414,-5.436856595395009,False
https://doi.org/10.1038/s41587-019-0247-3,rf_descriptors,RF: descriptors,34,21.667904276396378,36.21138781921348,-0.1756451070204854,,29.259558823529414,25.945895469305977,True
https://doi.org/10.1038/s41587-019-0247-3,rf_combined,RF: combined,34,20.747553865659977,35.64332321850223,-0.1390486640847406,0.36315151841297433,29.259558823529414,29.09136466891773,True
https://doi.org/10.1073/pnas.2303567120,baseline_mean,Mean baseline,3,48.650836158192085,49.73462271016995,-0.37418483117941825,,48.650836158192085,0.0,False
https://doi.org/10.1073/pnas.2303567120,rf_composition,RF: composition,3,40.48924578625796,42.451787394105565,-0.0011968071968557759,,48.650836158192085,16.775848097237343,True
https://doi.org/10.1073/pnas.2303567120,rf_descriptors,RF: descriptors,3,40.24187361782189,42.432611581459184,-0.00029251423499121465,,48.650836158192085,17.284312469014473,True
https://doi.org/10.1073/pnas.2303567120,rf_combined,RF: combined,3,40.10051571058572,42.42747848591371,-5.051704037284388e-05,,48.650836158192085,17.574868435568746,True
https://doi.org/10.1101/2023.11.09.565872,baseline_mean,Mean baseline,2,40.53327702702702,41.08819108393209,-36.273820986285216,,40.53327702702702,0.0,False
https://doi.org/10.1101/2023.11.09.565872,rf_composition,RF: composition,2,22.10648115260711,23.108210855680138,-10.789693504954943,,40.53327702702702,45.460908236294785,True
https://doi.org/10.1101/2023.11.09.565872,rf_descriptors,RF: descriptors,2,5.398773935637706,6.125534648455154,0.1715660792436644,,40.53327702702702,86.68063790638521,True
https://doi.org/10.1101/2023.11.09.565872,rf_combined,RF: combined,2,18.608767407925335,19.665232635811993,-7.538233909080795,,40.53327702702702,54.090148212005474,True
