bootstrap_iteration,macro_mae_improvement_vs_baseline_pct
262,26.95405474448278
263,30.181010157248437
264,22.32994386296547
265,29.91144812040349
266,27.405733454317478
267,21.562537537513712
268,48.72710240743196
269,14.651621463911319
270,15.643598108265337
271,27.47961514630849
272,24.94903826632646
273,24.189306850871095
274,26.8264459286442
275,28.702765847841402
276,24.7198310653846
277,24.599640915207004
278,30.97321253161134
279,26.895948114417486
280,23.204024146217463
281,27.69723848703101
282,25.395329677401804
283,38.68337434955312
284,24.19148917798637
285,28.329858591307545
286,23.30460150619133
287,26.405614945815472
288,18.799731785122948
289,28.62082548973781
290,28.33386034583443
291,26.85156922999673
292,28.062700164859415
293,17.634565004587223
294,35.24954807162966
295,35.036091103319485
296,25.30402684998912
297,34.77480276303974
298,37.24962135401923
299,31.709185358111558
300,12.01318435177892
301,32.595240100742984
302,34.72632524124327
303,26.2136546597763
304,39.841257210458515
305,42.17729051448197
306,42.950650150146885
307,31.9606800828341
308,43.95238318415087
309,39.08787835547866
310,34.69288727693686
311,36.67213607461415
312,35.20797048101216
313,26.49524253775058
314,26.571997116325836
315,25.55717852771212
316,28.045104286387087
317,30.9169301424408
318,34.67799205182235
319,13.580671655760128
320,7.768472177105572
321,37.26151097115382
322,40.161379764545025
323,39.82036369696919
324,30.9261997375693
325,31.774195493081127
326,26.171458585127798
327,27.64112967034883
328,24.837402542672592
329,25.342482712926657
330,24.62177720101729
331,17.810880807979398
332,30.608432078505427
333,40.821451247612245
334,23.15437594807049
335,27.482696100891484
336,21.077302693061817
337,28.966138040761724
338,27.776048428707437
339,30.62921190453723
340,35.046016372053835
341,25.111024300815444
342,25.870399263860246
343,39.44542262545814
344,43.78493276120917
345,22.161160885142472
346,30.724854895798323
347,37.92320262818972
348,35.28658928596023
349,33.84734498946016
350,36.01590666051486
351,36.7337926050315
352,15.762405818507705
353,22.805554778608983
354,27.735269379553618
355,26.32985573326925
356,29.106642247833825
357,31.988518175368775
358,19.08476509655397
359,36.13088019266441
360,42.41049917065626
361,13.752520087154803
362,26.602679800244534
363,16.42442595526981
364,33.43203346602486
365,40.66710007380914
366,29.1953254294618
367,32.043873351025226
368,21.924777051436912
369,34.34549385201405
370,37.07650785991221
371,28.337459531206942
372,24.628410977093647
373,21.61799808857224
374,33.87628579851387
375,40.40367663478665
376,33.13196272675981
377,32.03083487592625
378,24.445757505314795
379,20.31695086974981
380,29.972537471767193
381,16.584284205297315
382,26.35632701155398
383,18.87515485421448
384,40.09382072598154
385,31.028085924340704
386,31.14026305913304
387,24.457522528679004
388,25.712583718456916
389,15.113807593651106
390,25.222016171775433
391,25.235939381373306
392,31.026192538815263
393,30.064594629580405
394,22.755284628534575
395,29.620521055107837
396,32.770127366945175
397,34.042403928965186
398,11.460489427537949
399,29.76278738421898
400,42.5963257599738
401,43.57877411951074
402,27.921214443306738
403,25.767726497865414
404,35.836314336080925
405,35.27672947194647
406,27.028703536260803
407,31.708748939781664
408,29.967686412378093
409,33.42458023192911
410,15.844690109525407
411,33.61410901203834
412,17.941792008361436
413,15.08657791212661
414,25.403663853276406
415,29.045289874037582
416,31.639976630200838
417,18.994558189133613
418,25.20754943078863
419,36.825722335434236
420,27.912414712644434
421,24.517364692072245
422,47.24744258408255
423,41.332554502831584
424,29.445649658430835
425,17.901368566554016
426,29.365824440909257
427,22.23918075800361
428,20.13393946698129
429,27.133685176654744
430,19.09196166948428
431,24.54093819703561
432,19.99043112327207
433,29.249666063728366
434,35.68199553162739
435,28.832018507073375
436,35.17625940048625
437,25.619980510180984
438,34.49298544932208
439,25.808800859476822
440,30.421041742816673
441,27.882849513259316
442,28.56023030357358
443,35.205162701424534
444,21.24535840859058
445,23.193037179132215
446,16.79277847407503
447,24.386825261574838
448,24.065234062352445
449,29.869304647509022
450,26.77964962866816
451,28.453214118678122
452,38.10224263408346
453,29.041416820840908
454,23.949949889120393
455,24.013458368303738
456,36.44117138709837
457,30.956598291372867
458,37.998715390078104
459,31.65986882686885
460,41.21891235967809
461,28.925906261366077
462,8.225027521975921
463,31.38438523056988
464,28.543421822420886
465,37.095919029024635
466,29.044285105221807
467,38.87084251914277
468,32.35816243518053
469,23.830242295400463
470,35.184650528620104
471,28.632081440598714
472,15.506034671970623
473,40.358789264094824
474,31.741865456015574
475,25.567081872138075
476,29.620730503624593
477,33.168726208041136
478,39.49148839484532
479,36.03947037246854
480,20.502889347789285
481,27.975448170290242
482,25.92381699025122
483,41.08523191970402
484,22.51595123688633
485,28.571145277834763
486,20.16940338544568
487,30.250116915471
488,33.17187983189771
489,21.02605424651423
490,29.53435942687333
491,21.777343586187566
492,24.973405203436425
493,31.47871190685497
494,17.558217018903253
495,26.25663316362983
496,38.54698623156002
497,33.01560177039412
498,16.89186227401516
499,41.517442386196635
500,34.42087207392578
501,46.64963860470522
502,42.79655526047684
503,31.123428256890303
504,14.73752807064852
505,35.14700630154182
506,27.539497812920864
507,26.039470740889474
508,26.165586731320712
509,41.109005278636474
510,37.09782566358357
511,28.683299088901077
512,25.45434132416023
513,30.638397848538403
514,20.617778082510966
515,28.838468389130057
516,37.96215979700226
517,30.987402507737634
518,43.42486661957002
519,33.28321887383312
520,18.072883327113438
521,13.597285915192256
522,25.705513881828352
523,28.64771391483818
524,19.54622948686654
525,34.408015088887815
526,28.662585312903012
527,23.920422024991105
528,30.013804872462988
529,28.50908114638147
530,35.90993436667247
531,27.218196966463793
532,6.181851119150642
533,27.371808636015075
534,30.36889419172702
535,28.23580270197906
536,28.37492388570835
537,34.90558820258587
538,23.56671453290696
539,24.60498249211857
540,34.63316447005731
541,25.01624660444493
542,27.05346129025436
543,27.882492995159673
544,29.82536010248717
545,25.012834165083877
546,32.69713145024127
547,35.27362252131287
548,15.058989757777328
549,30.936471828551674
550,26.807576741764187
551,26.313989552193938
552,37.14863378876908
553,23.775110305042926
554,38.24443540241023
555,34.982958490055665
556,33.27507357596842
557,26.70286732500582
558,35.184683055913055
559,37.01335490555868
560,20.726833139761716
561,38.7508406934537
562,37.55107656412289
563,45.36233621633927
564,0.24126444268173564
565,20.740417570707145
566,30.81381225861573
567,28.003736970207118
568,27.67358726881105
569,23.974517393455248
570,24.517610648668203
571,27.230712350209235
572,31.714920076598304
573,27.34222929785044
574,29.2837230747059
575,39.5904224468412
576,32.59882864835925
577,28.910425389601034
578,31.38082974806598
579,37.54652119866511
580,22.741230931082583
581,30.48237284206289
582,33.900583869721714
583,32.29155731685066
584,27.136998727918296
585,26.248378788766473
586,32.5929447508062
587,23.491409346468206
588,21.338483115107895
589,23.74398770381348
590,29.135269657305674
591,18.995516798272686
592,14.749277307617744
593,28.01169213212645
594,33.7125165751086
595,37.430713711014675
596,21.126920414787044
597,43.52638806426178
598,21.795360290978614
599,28.489102814948396
600,37.121635031923496
601,40.01426549679774
602,26.713733587417856
603,36.28321222736347
604,35.97938808778622
605,31.42596467502021
606,27.096012315077832
607,31.307607957659965
608,37.09456787603595
609,27.711396298494247
610,24.063850855731804
611,32.81134044411315
612,15.93005167151631
613,33.6227140714852
614,43.61689845312159
615,21.81251828510531
616,27.478826960610405
617,26.071526109050218
618,45.99786285375208
619,25.210174642301364
620,33.11773661072854
621,33.308172739450555
622,23.296190577365252
623,30.859788368795773
624,23.30359451798175
625,23.95364999214734
626,20.20243083904353
627,19.425730995420345
628,28.723530932308893
629,29.341995738861687
630,37.002366464879195
631,36.47842215586814
632,26.706035688614552
633,36.0176492235888
634,37.79400214549164
635,28.200065981469038
636,26.860562794949907
637,21.20263412547117
638,24.447704219210333
639,42.98977915210884
640,14.137378490797593
641,17.890697971501094
642,34.837775575156485
643,28.579214824845664
644,38.717557661312675
645,33.26678361977846
646,24.342837280079017
647,34.38906132792774
648,31.339261041538958
649,33.16848151680311
650,30.537609192893534
651,24.985293207274694
652,24.541794429244465
653,43.466349637457576
654,23.855616169537083
655,32.71349419947502
656,19.156005466626908
657,20.218656335359114
658,29.000564671881346
659,31.972583450897037
660,22.469851035698383
661,31.123984022268772
662,21.62242853076112
663,35.176791003793575
664,25.04933626353534
665,23.283669006634497
666,9.838578580916042
667,31.529877325201525
668,55.65850996419925
669,32.2340770727711
670,23.316859551225715
671,31.465854793173307
672,26.412317387565306
673,26.225905486126102
674,33.87034619809196
675,21.052377266673453
676,37.13678884717904
677,25.960898534621077
678,25.21908647474437
679,24.57341768959064
680,30.07534761385693
681,35.12345955913984
682,33.57930106175681
683,13.470438929745942
684,23.779582627248963
685,29.868178752627824
686,28.698151994229175
687,34.32191632438702
688,13.590557298484843
689,24.654003867532484
690,40.20082303449983
691,22.838388683871592
692,38.52488733857939
693,22.353281353761645
694,41.081522446794956
695,31.08558096675581
696,28.680466656296048
697,27.479293212404507
698,31.321660569344985
699,21.341385067644435
700,28.004273868388097
701,28.358022273292104
702,32.014929433662935
703,42.10823623995366
704,20.506849334055286
705,22.628014508447855
706,10.594963241314556
707,30.117428997424028
708,40.88494283823506
709,31.258124557129044
710,33.33730371997312
711,41.652677163521126
712,30.874541545244586
713,34.28845335491398
714,22.350492220988375
715,25.831819882232406
716,21.963875019066066
717,25.889656172487204
718,33.53307753766211
719,25.977747041577786
720,12.041318071305687
721,1.3285221528549358
722,20.716256770344618
723,37.47213407703528
724,26.496489971722195
725,27.693749104171022
726,22.970017092803936
727,31.691950145029114
728,33.75176655675814
729,26.894801578263788
730,49.394830063042285
731,15.245043528173442
732,24.378218466266592
733,26.790488473166178
734,42.25783560027201
735,36.23647759541219
736,39.73721964007595
737,40.663714622390735
738,25.309760918055346
739,42.144923237383956
740,26.929390330980407
741,34.16262583938677
742,38.7976931140149
743,31.703175401160433
744,45.48334216080998
745,28.38259823251332
746,38.066085017257954
747,24.27571233963736
748,28.883967986747376
749,34.923539951079924
750,26.584725909255447
751,20.877313034969184
752,20.175795328831665
753,22.109163079594158
754,17.46100253846451
755,18.632302925973306
756,20.77192631792804
757,34.33606991784059
758,25.108803278950198
759,40.45807205125131
760,25.91050037903661
761,33.93223035522372
762,31.177002583870195
763,38.01639889662507
764,45.756580107282666
765,43.06637264958776
766,34.704532579668545
767,30.70141942564368
768,29.992148339974854
769,31.64291772410394
770,31.342109137594818
771,36.97504383245084
772,31.30669146280297
773,18.232055963908607
774,33.04023574209529
775,24.685163633248354
776,23.099844793789174
777,28.277508236039303
778,27.643563208647844
779,29.265393107796545
780,24.522337936659355
781,14.672486361952588
782,15.808533060140547
783,30.055859332136027
784,39.24004462288094
785,24.412412225680267
786,38.27028299972021
787,33.031702510429234
788,27.738584521433406
789,29.17716273014546
790,7.688321591495319
791,26.45862192049333
792,40.19642532707178
793,25.773778566918526
794,7.084854830862385
795,14.067997067248799
796,23.777663340778798
797,30.462518430999026
798,45.446482886555295
799,40.39238866740682
800,22.115233717051602
801,15.286985045326634
802,5.196314756953614
803,33.465341589279824
804,28.702914614070583
805,35.4233867819812
806,30.92914867282505
807,27.86575915219978
808,42.47775795688586
809,27.461816129497937
810,24.00912122861884
811,32.74197636878193
812,31.9918006853492
813,32.408347225835385
814,26.495109546068417
815,15.687451782835003
816,15.994170937623457
817,20.33521863082566
818,39.7935186276213
819,27.81452935340098
820,33.69515729980314
821,31.27635423487243
822,41.223947530043525
823,34.38283452513294
824,38.292964900085565
825,12.78088927777979
826,46.21310381404207
827,25.142819004329493
828,27.698709240257557
829,16.243631388666664
830,17.027953037877133
831,32.597572867773415
832,26.68930931528514
833,32.77600468176517
834,23.533458553235203
835,31.850672491381065
836,42.88827037868339
837,26.179180981479824
838,37.96027869788882
839,38.04322088228415
840,35.21027110797001
841,25.421686818894955
842,39.880569108940364
843,18.905561252504025
844,34.34017928278793
845,21.670174678982804
846,41.870172708040016
847,26.110561960590093
848,22.396843079183725
849,47.8385238035416
850,24.588684703002517
851,28.12799438503736
852,24.336118953139398
853,23.655009482757475
854,24.04104356134894
855,35.23940454964854
856,30.629192840054866
857,20.520443486533495
858,10.93027901362304
859,32.52277595315152
860,35.0218765911781
861,34.759471544434845
862,18.86314932009871
863,29.982494649748958
864,27.865996071789336
865,34.81264290730615
866,25.436507350936072
867,25.661540764144622
868,30.60955403346482
869,28.703424209877735
870,28.166557721807084
871,18.599121080558636
872,19.605569583923902
873,18.58476092444547
874,18.89505824126367
875,27.982628787008974
876,39.13179304627667
877,12.16217761780735
878,21.912810175922623
879,17.34966701842864
880,31.333460987720564
881,25.014165627110557
882,18.310665263764243
883,25.253219673291735
884,29.29703978626659
885,42.6642574026544
886,24.9510852588909
887,33.159458655092514
888,42.071042090243424
889,25.920134220258948
890,36.56126029509782
891,25.804853051523267
892,20.858895960364933
893,22.644470735944644
894,28.717137974897454
895,18.397406260780482
896,35.04006760440206
897,20.755298649095856
898,26.701198336288137
899,13.453857250563333
900,25.41871893844075
901,29.085199064004616
902,29.439984012462606
903,30.821485102996487
904,27.222442356680475
905,35.001501742685235
906,45.12484205662407
907,36.51523130242406
908,17.06035693609303
909,31.555508200437913
910,16.59151359570507
911,23.123792895225797
912,26.500761824886386
913,33.034637345557215
914,40.790862530417144
915,24.69559245912186
916,30.764840611394707
917,25.053205447181902
918,32.95667431563177
919,24.173710635764124
920,19.22294986826649
921,43.82054918006194
922,34.55878561428214
923,44.58583459808439
924,30.405035669159297
925,27.267227381676648
926,11.578525359802946
927,37.972860547598614
928,17.11587098131966
929,19.715278861127874
930,33.852791825628586
931,34.669415783927676
932,32.2219025371091
933,33.87360451854848
934,34.57370400141902
935,34.27218911579817
936,19.499112410959988
937,23.62911776587307
938,26.152189027907927
939,46.74357489606117
940,17.547856965710434
941,28.958563726148594
942,32.762907719452365
943,31.26578184324821
944,19.41516785646767
945,28.52681033756446
946,9.329544816808411
947,33.29337383263231
948,19.71793663037911
949,35.65780243522486
950,38.05612534583019
951,36.19171776684128
952,27.20040232564542
953,45.604454197895144
954,27.72829060004709
955,34.83265842942138
956,28.59469915179704
957,27.970286996195064
958,26.309285793001443
959,20.14375324879625
960,23.38381716810932
961,33.93834738750815
962,39.38716221495492
963,17.738828005377247
964,23.768819099468626
965,22.460354378051544
966,34.81203021811103
967,28.655931812125424
968,15.043569546496274
969,32.588243289402776
970,25.606923572358767
971,20.48578291990782
972,34.97046973099766
973,35.745364071858795
974,32.850610232296866
975,26.23380215995839
976,33.51316562217345
977,34.90047187592417
978,23.656968430497333
979,33.2028482024207
980,14.116075730049406
981,32.57786775446782
982,27.129251582867663
983,40.10719760927353
984,22.665401168508975
985,38.188853797842725
986,34.45395674772699
987,30.699671432106843
988,23.224367417652925
989,26.79836663115429
990,45.13677035558053
991,21.156855961168173
992,29.6768651740113
993,15.08592197640257
994,19.155782526436067
995,40.64196244436494
996,40.05268494247331
997,29.188094400863676
998,27.00290339878648
999,31.50656837157112
1000,22.309628398550014
1001,26.278255473329384
1002,16.091741890322936
1003,24.43306254032706
1004,31.459480198646915
1005,12.98089574130802
1006,30.481761561951128
1007,36.130448653403285
1008,22.069919075118378
1009,34.054473748993345
1010,35.5004888536685
1011,25.172078132998273
1012,21.75786176297091
1013,25.80052495664827
1014,18.662589999618035
1015,42.43247651090185
1016,31.207468209887068
1017,34.56019720732134
1018,32.95490838988021
1019,31.880799117563047
1020,27.21944856746345
1021,30.786621053510277
1022,19.9582448210449
1023,25.45528076443979
1024,36.306119161948175
1025,33.55684628556427
1026,29.018128380761173
1027,30.291969137379176
1028,23.43080521328357
1029,25.32319067847609
1030,30.457038278493016
1031,28.319714561878765
1032,19.24930578172134
1033,28.250442839401924
1034,33.62578964811449
1035,29.35230085204198
1036,32.79070025921916
1037,22.915130830771467
1038,32.07300874454536
1039,32.87570469960846
1040,35.7422944716816
1041,26.62897142001639
1042,20.811322784878843
1043,24.470882077220935
1044,25.61429727699566
1045,22.373334099107016
1046,25.145463641974274
1047,21.553085448999337
1048,23.211474614711076
1049,40.810636311652445
1050,30.257831202043743
1051,43.855990671509254
1052,19.779366462312975
1053,13.892937588233771
1054,17.685458626202806
1055,30.257659426490747
1056,36.26908118716162
1057,38.13194960033043
1058,35.8218474642008
1059,33.028302312282385
1060,26.272117986342682
1061,26.855306294353195
1062,30.138654104729888
1063,41.76357867735555
1064,20.20122548810675
1065,28.57520999930001
1066,19.852829226013004
1067,36.94635657990282
1068,24.589632333239063
1069,25.850973043320437
1070,22.722169838238813
1071,34.489154898918926
1072,35.66007933869742
1073,21.30230953921611
1074,20.905201127067585
1075,17.997486803152942
1076,33.9211885947439
1077,25.664380314666474
1078,21.914730957527805
1079,22.916198879248938
1080,36.81980659918987
1081,22.769428739074087
1082,17.05959618519279
1083,30.00076428062169
1084,17.037486665277143
1085,23.39138388074612
1086,28.67409270457942
1087,33.3593060583439
1088,33.73544129391162
1089,20.0095414154878
1090,36.946828127768185
1091,37.333517877416
1092,20.4614385997609
1093,26.999880796200433
1094,29.1234080912713
1095,32.67259729475616
1096,38.713836675616605
1097,23.04807035935258
1098,37.99125307964534
1099,26.281849719196906
1100,27.44756298433235
1101,15.131062787204657
1102,33.543618219821056
1103,26.135101549144512
1104,21.74839735008383
1105,37.319844139658976
1106,40.65166714753665
1107,13.504377949711214
1108,33.29795470078712
1109,18.428525676546307
1110,32.79566620034476
1111,15.198023129193878
1112,29.1429724310239
1113,31.815637053022762
1114,41.70154772959579
1115,29.296718876336953
1116,34.30667778793044
1117,25.64368354083459
1118,30.613954555566863
1119,31.55671095821861
1120,26.446803980673067
1121,33.420732075940236
1122,26.993085497114
1123,40.467944452414116
1124,18.763075707887122
1125,20.724477686594536
1126,33.67781871241832
1127,34.32801224584992
1128,34.07492025957256
1129,16.640759918047767
1130,29.399674765902976
1131,38.43256696796167
1132,40.48507315778661
1133,30.80069945149011
1134,15.77200695527862
1135,27.546452815281814
1136,33.533583533008226
1137,28.82566702605363
1138,16.397224977269065
1139,21.69495009493256
1140,28.3021568619716
1141,23.62072544528621
1142,26.673568220978677
1143,27.315892537804114
1144,28.980445671339556
1145,27.864711737845838
1146,33.985378188003494
1147,27.572112700515607
1148,35.439223029223285
1149,28.727795661079682
1150,35.76220906688961
1151,26.116738945627226
1152,50.41869274220633
1153,14.734070080375789
1154,33.55279897572327
1155,20.55493173480553
1156,35.23117974247656
1157,29.300748671299758
1158,37.892549022898834
1159,43.808068950942655
1160,25.204823590075176
1161,30.485244264722876
1162,21.828845643165863
1163,17.52928345299587
1164,18.532213999459906
1165,23.0315318945029
1166,21.651819339575486
1167,30.41073825472681
1168,18.622580513827877
1169,34.18011146348965
1170,23.8862276617253
1171,30.3491631201906
1172,34.053092405624064
1173,21.557110342936404
1174,22.663550052416895
1175,19.538405973128427
1176,26.79509594240001
1177,29.891581068727113
1178,23.931398007659634
1179,22.671641617922575
1180,33.320671672175365
1181,22.527650295410538
1182,21.04015157224852
1183,34.58459730453235
1184,24.8179738535331
1185,30.789375639633313
1186,15.552999767206197
1187,34.12497123005986
1188,35.22415534913218
1189,12.2074795195686
1190,40.592977732529384
1191,21.034210626908944
1192,31.312665623178216
1193,20.72247200189421
1194,12.82836675741389
1195,14.04675356478005
1196,17.5665921437803
1197,24.51347985475394
1198,24.727295856747283
1199,18.49268362812156
1200,30.576553739586757
1201,36.81538485337819
1202,25.62759399919439
1203,36.596130536716004
1204,7.6446217375064425
1205,29.352052123842068
1206,34.755187650556394
1207,17.982867305340626
1208,30.946033974323353
1209,31.18384334772895
1210,26.10939295094213
1211,33.4333192117381
1212,16.00535071798011
1213,34.2793392783154
1214,25.14106360065364
1215,37.18669159878382
1216,33.843223708339266
1217,29.379975169186807
1218,29.276428199849462
1219,29.392568255051973
1220,27.18651250773605
1221,26.34390243730004
1222,48.89571134174082
1223,44.835631266847024
1224,18.530755070288606
1225,38.490385398109275
1226,30.98956061652028
1227,17.06465332554957
1228,31.06914198613466
1229,35.136410943218976
1230,32.011065940724684
1231,28.583745278199277
1232,39.71113265078894
1233,28.05493466906559
1234,29.468196758630434
1235,31.59312188248994
1236,44.66492045121326
1237,38.812641760691484
1238,24.849645655174005
1239,31.39550961266217
1240,24.68295208435739
1241,47.91930579780191
1242,18.324646492258974
1243,38.132934216941315
1244,34.95543323036361
1245,39.64993289050966
1246,24.451193199581287
1247,30.231563227242894
1248,22.120020765624105
1249,30.302165978697087
1250,20.12576528303889
1251,27.604539141394156
1252,35.47824666749513
1253,19.58090654790906
1254,20.54207057385383
1255,27.98784957574574
1256,42.04065453162615
1257,28.998712303822057
1258,31.515394965743607
1259,15.794793803351745
1260,34.58270737218
1261,28.586295022256532
1262,32.15334551520399
1263,35.0885741048153
1264,38.17582684115282
1265,32.83185897041065
1266,32.18923313210396
1267,25.785038856067594
1268,35.34247506263639
1269,32.2165117291496
1270,40.66880613907096
1271,41.509444198237375
1272,16.991833314729227
1273,43.338005050532615
1274,33.03393033043544
1275,30.218873614297422
1276,23.013087934177268
1277,20.977231883403043
1278,28.955701078232767
1279,21.987835905194512
1280,17.458104717140912
1281,17.982268901604883
1282,18.51310784373927
1283,21.5216589692008
1284,25.143823887479094
1285,25.223023112875442
1286,26.385358056113898
1287,29.760786093165585
1288,41.07200400010091
1289,20.090637077561713
1290,43.21971221276759
1291,21.575272791582407
1292,35.85669857499509
1293,15.475167999519213
1294,28.05521356157568
1295,30.23099584767866
1296,32.803116444196995
1297,27.572121638617915
1298,31.529460402246432
1299,38.804407317697994
1300,19.72876178481512
1301,43.648631507522445
1302,23.259721253587166
1303,31.690297487565044
1304,38.31052809624485
1305,23.450858844467692
1306,-0.04113095498495505
1307,22.989140055038856
1308,26.87556212134351
1309,29.864393337456914
1310,32.462756497076334
1311,18.60903879364635
1312,32.25576349505075
1313,19.819859451151554
1314,36.8891344124706
1315,21.218413115801397
1316,21.739259578653222
1317,27.653084226054393
1318,37.829230902739646
1319,30.63170125276491
1320,32.4579951710594
1321,34.64834562259736
1322,27.401758039585648
1323,30.23876153924635
1324,31.77714276565891
1325,22.707634614776847
1326,21.232539215018182
1327,30.8289287306674
1328,20.539797524817278
1329,19.49861169358372
1330,37.13542787707887
1331,46.430892502070265
1332,28.54583777516734
1333,32.19289245172115
1334,43.244962205821594
1335,16.804069217109202
1336,20.976516609020333
1337,30.34354880802421
1338,14.257444332827095
1339,27.56803105429991
1340,26.503795989969483
1341,45.074347683697624
1342,33.90727497458184
1343,36.31789310557581
1344,23.790681831826298
1345,25.331634945564957
1346,35.73719195919882
1347,26.650899457340625
1348,32.305940774416776
1349,26.160580563500783
1350,23.73615830292789
1351,16.83321506141723
1352,36.2768038398174
1353,38.91303751032726
1354,26.120121725051668
1355,23.32240914327353
1356,34.57347057967845
1357,43.782376996051
1358,28.441344172687966
