lnp_id,paper_doi,paper_title,lipid_molar_ratio,ionizable_lipid,helper_lipid,sterol_lipid,peg_lipid,mol_pct_ionizable,mol_pct_helper,mol_pct_sterol,mol_pct_peg,ratio_sum,ratio_sum_deviation_from_100,parse_method,parse_confidence,ratio_values_complete,ratio_values_nonnegative,ratio_values_at_most_100,ratio_sum_near_100,ratio_model_eligible,ratio_review_needed
644,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:38.5:1.5,DOTAP,DOPC,cholesterol,C16-Ceramide-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
645,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:38.4:1.6,DOTAP,DSPC,cholesterol,C16-Ceramide-PEG2000,50.0,10.0,38.4,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
646,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:38.4:1.6,DOTMA,DLPE,cholesterol,DMG,50.0,10.0,38.4,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
647,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:38.5:1.5,DOTMA,DOPE,cholesterol,DPPE-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
648,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:38.4:1.6,DOTMA,DSPE,cholesterol,DPPE-PEG2000,50.0,10.0,38.4,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
649,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:38.5:1.5,DOTMA,DMPC,cholesterol,DSG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
650,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,46.3:9.4:42.7:1.6,DOTMA,DOPC,cholesterol,DSG-PEG2000,46.3,9.4,42.7,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
651,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:37.5:2.5,DOTMA,DSPC,cholesterol,C16-Ceramide-PEG2000,50.0,10.0,37.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
652,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,46.3:9.4:41.8:2.5,DODAP,DLPE,cholesterol,DPPE-PEG2000,46.3,9.4,41.8,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
653,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,46.3:9.4:42.7:1.6,DODAP,DOPE,cholesterol,DMG,46.3,9.4,42.7,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
654,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:38.5:1.5,DODAP,DSPE,cholesterol,C16-Ceramide-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
655,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:37.5:2.5,DODAP,DMPC,cholesterol,DMG,50.0,10.0,37.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
656,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:37.5:2.5,DODAP,DOPC,cholesterol,DMG,50.0,10.0,37.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
657,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:38.4:1.6,DODAP,DSPC,cholesterol,DSG-PEG2000,50.0,10.0,38.4,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
658,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:38.4:1.6,DLin-MC3-DMA,DLPE,cholesterol,DSG-PEG2000,50.0,10.0,38.4,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
659,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:37.5:2.5,DLin-MC3-DMA,DOPE,cholesterol,C16-Ceramide-PEG2000,50.0,10.0,37.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
660,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:37.5:2.5,DLin-MC3-DMA,DSPE,cholesterol,DSG-PEG2000,50.0,10.0,37.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
661,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,46.3:9.4:42.7:1.6,DLin-MC3-DMA,DMPC,cholesterol,C16-Ceramide-PEG2000,46.3,9.4,42.7,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
662,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:38.4:1.6,DLin-MC3-DMA,DOPC,cholesterol,DPPE-PEG2000,50.0,10.0,38.4,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
663,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,46.3:8.4:42.8:2.5,DLin-MC3-DMA,DSPC,cholesterol,DPPE-PEG2000,46.3,8.4,42.8,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
664,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:38.5:1.5,DLin-MC3-DMA,DSPC,cholesterol,DMG,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
665,https://doi.org/10.1038/s41563-020-00886-0,Membrane-destabilizing ionizable phospholipids for organ-selective mRNA delivery and CRISPR?Cas gene editing,25:1:30:30,9A1P9,MDOA,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
668,https://doi.org/10.1038/s41563-020-00886-0,Membrane-destabilizing ionizable phospholipids for organ-selective mRNA delivery and CRISPR?Cas gene editing,25:1:30:30,Custom lipid,MDOA,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
669,https://doi.org/10.1038/s41563-020-00886-0,Membrane-destabilizing ionizable phospholipids for organ-selective mRNA delivery and CRISPR?Cas gene editing,55:0.2:45:30,9A1P9,DOPE,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
675,https://doi.org/10.1038/s41563-020-00886-0,Membrane-destabilizing ionizable phospholipids for organ-selective mRNA delivery and CRISPR?Cas gene editing,25:30:30:1,9A1P9,MDOA,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
678,https://doi.org/10.1038/s41563-020-00886-0,Membrane-destabilizing ionizable phospholipids for organ-selective mRNA delivery and CRISPR?Cas gene editing,55:30:45:0.2,9A1P9,DOPE,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
679,https://doi.org/10.1038/s41563-020-00886-0,Membrane-destabilizing ionizable phospholipids for organ-selective mRNA delivery and CRISPR?Cas gene editing,25:30:30:1,Custom lipid,MDOA,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
680,https://doi.org/10.1038/s41563-020-00886-0,Membrane-destabilizing ionizable phospholipids for organ-selective mRNA delivery and CRISPR?Cas gene editing,25:30:30:1,9A1P9,DODAP,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
686,https://doi.org/10.1038/s41563-020-00886-0,Membrane-destabilizing ionizable phospholipids for organ-selective mRNA delivery and CRISPR?Cas gene editing,25:30:30:1,Custom lipid,MDOA,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
687,https://doi.org/10.1038/s41563-020-00886-0,Membrane-destabilizing ionizable phospholipids for organ-selective mRNA delivery and CRISPR?Cas gene editing,50:10:38.5:1.5,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
716,10.1021/acs.jpcb.5b02891,Microfluidic Mixing: A General Method for Encapsulating Macromolecules in Lipid Nanoparticle Systems,50:1:37.5:11.5,DLin-KC2-DMA,DSPC,cholesterol,PEG-c-DMA,50.0,1.0,37.5,11.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
717,10.1021/acs.jpcb.5b02891,Microfluidic Mixing: A General Method for Encapsulating Macromolecules in Lipid Nanoparticle Systems,50:1:37.5:11.5,DLin-KC2-DMA,DOPE,cholesterol,PEG-c-DMA,50.0,1.0,37.5,11.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
718,10.1021/acs.jpcb.5b02891,Microfluidic Mixing: A General Method for Encapsulating Macromolecules in Lipid Nanoparticle Systems,80:1:7.5:11.5,DLin-KC2-DMA,DSPC,cholesterol,PEG-c-DMA,80.0,1.0,7.5,11.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
719,10.1021/acs.jpcb.5b02891,Microfluidic Mixing: A General Method for Encapsulating Macromolecules in Lipid Nanoparticle Systems,80:1:7.5:11.5,DLin-KC2-DMA,DOPE,cholesterol,PEG-c-DMA,80.0,1.0,7.5,11.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
736,10.1021/acs.jpcb.5b02891,Microfluidic Mixing: A General Method for Encapsulating Macromolecules in Lipid Nanoparticle Systems,50:1:37.5:11.5,DLin-KC2-DMA,DSPC,cholesterol,PEG-c-DMA,50.0,1.0,37.5,11.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
737,10.1021/acs.jpcb.5b02891,Microfluidic Mixing: A General Method for Encapsulating Macromolecules in Lipid Nanoparticle Systems,80:1:7.5:11.5,DLin-KC2-DMA,DSPC,cholesterol,PEG-c-DMA,80.0,1.0,7.5,11.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
738,10.1021/acs.jpcb.5b02891,Microfluidic Mixing: A General Method for Encapsulating Macromolecules in Lipid Nanoparticle Systems,50:1:37.5:11.5,DLin-KC2-DMA,DOPE,cholesterol,PEG-c-DMA,50.0,1.0,37.5,11.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
739,10.1021/acs.jpcb.5b02891,Microfluidic Mixing: A General Method for Encapsulating Macromolecules in Lipid Nanoparticle Systems,80:1:7.5:11.5,DLin-KC2-DMA,DOPE,cholesterol,PEG-c-DMA,80.0,1.0,7.5,11.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
756,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:38.5:1.5,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
757,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:38.5:3,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,3.0,101.5,1.5,doi_lookup,high,True,True,True,False,False,True
758,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:38.5:5,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,5.0,103.5,3.5,doi_lookup,high,True,True,True,False,False,True
759,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:38.5:10,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,10.0,108.5,8.5,doi_lookup,high,True,True,True,False,False,True
760,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:38.5:15,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,15.0,113.5,13.5,doi_lookup,high,True,True,True,False,False,True
761,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:38.5:25,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,25.0,123.5,23.5,doi_lookup,high,True,True,True,False,False,True
762,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:38.5:50,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,50.0,148.5,48.5,doi_lookup,high,True,True,True,False,False,True
763,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:38.5:1.5,AX4,DOPE,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
764,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:38.5:3,AX4,DOPE,cholesterol,DMG-PEG2000,50.0,10.0,38.5,3.0,101.5,1.5,doi_lookup,high,True,True,True,False,False,True
765,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:38.5:5,AX4,DOPE,cholesterol,DMG-PEG2000,50.0,10.0,38.5,5.0,103.5,3.5,doi_lookup,high,True,True,True,False,False,True
766,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:38.5:10,AX4,DOPE,cholesterol,DMG-PEG2000,50.0,10.0,38.5,10.0,108.5,8.5,doi_lookup,high,True,True,True,False,False,True
767,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:38.5:15,AX4,DOPE,cholesterol,DMG-PEG2000,50.0,10.0,38.5,15.0,113.5,13.5,doi_lookup,high,True,True,True,False,False,True
768,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:38.5:25,AX4,DOPE,cholesterol,DMG-PEG2000,50.0,10.0,38.5,25.0,123.5,23.5,doi_lookup,high,True,True,True,False,False,True
769,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:38.5:50,AX4,DOPE,cholesterol,DMG-PEG2000,50.0,10.0,38.5,50.0,148.5,48.5,doi_lookup,high,True,True,True,False,False,True
770,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:5:5,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,5.0,5.0,70.0,30.0,doi_lookup,high,True,True,True,False,False,True
771,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:100:5,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,100.0,5.0,165.0,65.0,doi_lookup,high,True,True,True,False,False,True
772,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,20:10:100:5,AX4,DSPC,cholesterol,DMG-PEG2000,20.0,10.0,100.0,5.0,135.0,35.0,doi_lookup,high,True,True,True,False,False,True
773,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,35:16:46.5:2.5,AX4,DSPC,cholesterol,DMG-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
774,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,35:16:46.5:5,AX4,DSPC,cholesterol,DMG-PEG2000,35.0,16.0,46.5,5.0,102.5,2.5,doi_lookup,high,True,True,True,False,False,True
775,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,35:16:46.5:5,AX4,DSPC,cholesterol,DMG-PEG2000,35.0,16.0,46.5,5.0,102.5,2.5,doi_lookup,high,True,True,True,False,False,True
776,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,35:16:46.5:5,AX4,DSPC,cholesterol,DMG-PEG2000,35.0,16.0,46.5,5.0,102.5,2.5,doi_lookup,high,True,True,True,False,False,True
777,https://doi.org/10.1016/j.ijpharm.2023.123050,Optimization of formulation and atomization of lipid nanoparticles for the inhalation of mRNA,50:10:38.5:1.5,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
778,10.1002/btm2.10580,Optimization of ionizable lipids for aerosolizable mRNA lipid nanoparticles,60:20:19:1,DLin-MC3-DMA,DPPC,cholesterol,DMPE-PEG2000,60.0,20.0,19.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
779,10.1002/btm2.10580,Optimization of ionizable lipids for aerosolizable mRNA lipid nanoparticles,45:20:34:1,DLin-MC3-DMA,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
780,10.1002/btm2.10580,Optimization of ionizable lipids for aerosolizable mRNA lipid nanoparticles,45:5:49:1,DLin-MC3-DMA,DPPC,cholesterol,DMPE-PEG2000,45.0,5.0,49.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
781,10.1002/btm2.10580,Optimization of ionizable lipids for aerosolizable mRNA lipid nanoparticles,50:10:38.5:1.5,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
782,10.1002/btm2.10580,Optimization of ionizable lipids for aerosolizable mRNA lipid nanoparticles,45:20:34:1,SM-102,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
783,10.1002/btm2.10580,Optimization of ionizable lipids for aerosolizable mRNA lipid nanoparticles,50:10:38.5:1.5,SM-102,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
784,10.1002/btm2.10580,Optimization of ionizable lipids for aerosolizable mRNA lipid nanoparticles,45:20:34:1,ALC-0315,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
785,10.1002/btm2.10580,Optimization of ionizable lipids for aerosolizable mRNA lipid nanoparticles,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,ALC-0159,46.3,9.4,42.7,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
786,10.1002/btm2.10580,Optimization of ionizable lipids for aerosolizable mRNA lipid nanoparticles,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
787,10.1002/btm2.10580,Optimization of ionizable lipids for aerosolizable mRNA lipid nanoparticles,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
788,10.1002/btm2.10580,Optimization of ionizable lipids for aerosolizable mRNA lipid nanoparticles,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
789,10.1002/btm2.10580,Optimization of ionizable lipids for aerosolizable mRNA lipid nanoparticles,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
790,10.1039/d1bm01454d,Optimization of phospholipid chemistry for improved lipid nanoparticle (LNP) delivery of messenger RNA (mRNA),38.5:1.5:30:30,4A3-SC8,DOPE,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
791,10.1039/d1bm01454d,Optimization of phospholipid chemistry for improved lipid nanoparticle (LNP) delivery of messenger RNA (mRNA),38.5:1.5:30:30,4A3-SC8,POPE,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
792,10.1039/d1bm01454d,Optimization of phospholipid chemistry for improved lipid nanoparticle (LNP) delivery of messenger RNA (mRNA),38.5:1.5:30:30,4A3-SC8,BMP,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
793,10.1039/d1bm01454d,Optimization of phospholipid chemistry for improved lipid nanoparticle (LNP) delivery of messenger RNA (mRNA),38.5:1.5:30:30,4A3-SC8,BMP,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
794,10.1039/d1bm01454d,Optimization of phospholipid chemistry for improved lipid nanoparticle (LNP) delivery of messenger RNA (mRNA),38.5:1.5:30:30,4A3-SC8,4ME,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
795,10.1039/d1bm01454d,Optimization of phospholipid chemistry for improved lipid nanoparticle (LNP) delivery of messenger RNA (mRNA),38.5:1.5:30:30,4A3-SC8,DSPC,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
796,10.1039/d1bm01454d,Optimization of phospholipid chemistry for improved lipid nanoparticle (LNP) delivery of messenger RNA (mRNA),38.5:1.5:30:30,4A3-SC8,CL,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
797,10.1039/d1bm01454d,Optimization of phospholipid chemistry for improved lipid nanoparticle (LNP) delivery of messenger RNA (mRNA),38.5:1.5:30:30,4A3-SC8,SOPE,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
798,10.1039/d1bm01454d,Optimization of phospholipid chemistry for improved lipid nanoparticle (LNP) delivery of messenger RNA (mRNA),38.5:1.5:30:30,4A3-SC8,DEPE,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
799,10.1039/d1bm01454d,Optimization of phospholipid chemistry for improved lipid nanoparticle (LNP) delivery of messenger RNA (mRNA),38.5:1.5:30:30,4A3-SC8,DPPE,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
800,10.1039/d1bm01454d,Optimization of phospholipid chemistry for improved lipid nanoparticle (LNP) delivery of messenger RNA (mRNA),38.5:1.5:30:30,4A3-SC8,C16-18:1 PE,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
801,10.1039/d1bm01454d,Optimization of phospholipid chemistry for improved lipid nanoparticle (LNP) delivery of messenger RNA (mRNA),38.5:1.5:30:30,4A3-SC8,SOPC,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
802,10.1039/d1bm01454d,Optimization of phospholipid chemistry for improved lipid nanoparticle (LNP) delivery of messenger RNA (mRNA),38.5:1.5:30:30,4A3-SC8,POPC,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
803,https://doi.org/10.1038/s41467-022-33157-4,Payload distribution and capacity of mRNA lipid nanoparticles,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
804,https://doi.org/10.1038/s41467-022-33157-4,Payload distribution and capacity of mRNA lipid nanoparticles,50:0.25:38.75:10.5,DLin-MC3-DMA,DSPC + TMR-PC,cholesterol,DMG-PEG2000,50.0,0.25,38.75,10.5,99.5,0.5,doi_lookup,high,True,True,True,True,True,False
805,https://doi.org/10.1038/s41467-022-33157-4,Payload distribution and capacity of mRNA lipid nanoparticles,50:0.5:38.5:10.5,DLin-MC3-DMA,DSPC + TMR-PC,cholesterol,DMG-PEG2000,50.0,0.5,38.5,10.5,99.5,0.5,doi_lookup,high,True,True,True,True,True,False
806,https://doi.org/10.1038/s41467-022-33157-4,Payload distribution and capacity of mRNA lipid nanoparticles,50:1.0:38.0:10.5,DLin-MC3-DMA,DSPC + TMR-PC,cholesterol,DMG-PEG2000,50.0,1.0,38.0,10.5,99.5,0.5,doi_lookup,high,True,True,True,True,True,False
807,https://doi.org/10.1038/s41467-022-33157-4,Payload distribution and capacity of mRNA lipid nanoparticles,50:1.5:38.5:10.5,DLin-MC3-DMA,DSPC + TMR-PC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.5,100.5,0.5,doi_lookup,high,True,True,True,True,True,False
808,https://doi.org/10.1038/s41467-022-33157-4,Payload distribution and capacity of mRNA lipid nanoparticles,50:3.0:35.5:10.5,DLin-MC3-DMA,DSPC + TMR-PC,cholesterol,DMG-PEG2000,50.0,3.0,35.5,10.5,99.0,1.0,doi_lookup,high,True,True,True,True,True,False
809,https://doi.org/10.1038/s41467-022-33157-4,Payload distribution and capacity of mRNA lipid nanoparticles,variable based on N/P:1.5:38.5:10.5,DLin-MC3-DMA,DSPC + TMR-PC,cholesterol,DMG-PEG2000,,,,,,,non_numeric,none,False,False,False,False,False,False
810,https://doi.org/10.1038/s41467-022-33157-4,Payload distribution and capacity of mRNA lipid nanoparticles,50:1.5:38.5:10.5,DLin-MC3-DMA,DSPC + TMR-PC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.5,100.5,0.5,doi_lookup,high,True,True,True,True,True,False
811,https://doi.org/10.1038/s41467-022-33157-4,Payload distribution and capacity of mRNA lipid nanoparticles,50:1.5:38.5:10.5,DLin-MC3-DMA,DSPC + TMR-PC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.5,100.5,0.5,doi_lookup,high,True,True,True,True,True,False
