lnp_id,paper_doi,paper_title,lipid_molar_ratio,ionizable_lipid,helper_lipid,sterol_lipid,peg_lipid,mol_pct_ionizable,mol_pct_helper,mol_pct_sterol,mol_pct_peg,ratio_sum,ratio_sum_deviation_from_100,parse_method,parse_confidence,ratio_values_complete,ratio_values_nonnegative,ratio_values_at_most_100,ratio_sum_near_100,ratio_model_eligible,ratio_review_needed
205,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
206,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
207,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
208,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
209,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
210,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
211,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
212,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
213,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
214,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
215,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
216,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
217,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
218,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
219,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
220,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
221,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
222,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
223,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
224,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
225,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
226,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",25:0.75:19.25:5,DLin-MC3-DMA,DSPC,cholesterol,C14-PEG2000,25.0,5.0,19.25,0.75,50.0,50.0,doi_lookup,high,True,True,True,False,False,True
227,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
228,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
229,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
230,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
231,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
232,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
233,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
234,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
235,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
236,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
237,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
238,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
239,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
240,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
241,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
242,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
243,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
244,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
245,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
246,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
247,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
248,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
249,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
250,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
251,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
252,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
253,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
254,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
255,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
256,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
257,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
258,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
259,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
260,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
261,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
262,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
263,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
264,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
265,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
266,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
267,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
268,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
269,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
270,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
271,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
272,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
273,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
274,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
275,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
276,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
277,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
278,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
279,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
280,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
281,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
282,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
283,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
284,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
285,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
286,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
287,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
288,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
