mw,logp,tpsa,num_rotatable_bonds,num_hbd,num_hba,num_ester_bonds,num_tertiary_amines,tail_length_carbons,num_unsaturated_bonds,num_branch_points,num_rings,fraction_csp3,heavy_atom_count,ionizable_lipid_smiles
689.0350000000001,10.221099999999998,116.95000000000002,30.0,2.0,8.0,3.0,0.0,4.0,3.0,10.0,1.0,0.7804878048780488,49.0,NCCCCNCC1=CC(=C(OC(=O)CC(CC)CCCCC)C(=C1)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC
701.0459999999999,10.315699999999998,108.16,26.0,1.0,8.0,3.0,1.0,5.0,3.0,11.0,2.0,0.7857142857142857,50.0,NC1CCN(CC1)CC2=CC(=C(OC(=O)CC(CC)CCCCC)C(=C2)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC
730.0879999999997,9.468900000000001,111.4,28.0,1.0,9.0,3.0,2.0,2.0,3.0,10.0,2.0,0.7906976744186046,52.0,NCCN1CCN(CC1)CC2=CC(=C(OC(=O)CC(CC)CCCCC)C(=C2)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC
718.0769999999998,9.502100000000004,134.18,31.0,2.0,9.0,3.0,1.0,3.0,3.0,10.0,1.0,0.7857142857142857,51.0,NCCCN(CC1=CC(=C(OC(=O)CC(CC)CCCCC)C(=C1)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC)CCN
718.0769999999997,9.502100000000004,134.18,31.0,2.0,9.0,3.0,1.0,2.0,3.0,10.0,1.0,0.7857142857142857,51.0,NCCN(CC1=CC(=C(OC(=O)CC(CC)CCCCC)C(=C1)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC)CCCN
717.0889999999998,11.696499999999988,116.95000000000002,32.0,2.0,8.0,3.0,0.0,5.0,3.0,10.0,1.0,0.7906976744186046,51.0,NNCC1=CC(=C(OC(=O)CCC(CC)CCCCCC)C(=C1)OC(=O)CCC(CC)CCCCCC)OC(=O)CCC(CC)CCCCCC
773.1969999999997,12.561699999999982,116.95000000000002,36.0,2.0,8.0,3.0,0.0,4.0,3.0,10.0,1.0,0.8085106382978723,55.0,NCCCCNCC1=CC(=C(OC(=O)CCC(CC)CCCCCC)C(=C1)OC(=O)CCC(CC)CCCCCC)OC(=O)CCC(CC)CCCCCC
785.2079999999995,12.656299999999984,108.16,32.0,1.0,8.0,3.0,1.0,5.0,3.0,11.0,2.0,0.8125,56.0,NC1CCN(CC1)CC2=CC(=C(OC(=O)CCC(CC)CCCCCC)C(=C2)OC(=O)CCC(CC)CCCCCC)OC(=O)CCC(CC)CCCCCC
814.2499999999994,11.80949999999999,111.4,34.0,1.0,9.0,3.0,2.0,2.0,3.0,10.0,2.0,0.8163265306122449,58.0,NCCN1CCN(CC1)CC2=CC(=C(OC(=O)CCC(CC)CCCCCC)C(=C2)OC(=O)CCC(CC)CCCCCC)OC(=O)CCC(CC)CCCCCC
802.2389999999995,11.84269999999999,134.18,37.0,2.0,9.0,3.0,1.0,3.0,3.0,10.0,1.0,0.8125,57.0,NCCCN(CC1=CC(=C(OC(=O)CCC(CC)CCCCCC)C(=C1)OC(=O)CCC(CC)CCCCCC)OC(=O)CCC(CC)CCCCCC)CCN
