lnp_id,paper_doi,lipid_molar_ratio,ionizable_lipid,helper_lipid,sterol_lipid,peg_lipid,mol_pct_ionizable,mol_pct_helper,mol_pct_sterol,mol_pct_peg,parse_method,parse_confidence
280,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
281,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
282,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
283,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
284,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
285,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
286,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
287,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
288,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
289,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
290,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
291,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
292,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
293,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
294,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
295,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
296,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
297,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
298,https://doi.org/10.1038/s41467-024-45422-9,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
433,10.1002/anie.201809056,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG 2000,35.0,16.0,46.5,2.5,doi_lookup,high
435,10.1002/anie.201809056,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG 2000,35.0,16.0,46.5,2.5,doi_lookup,high
437,10.1002/anie.201809056,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG 2000,35.0,16.0,46.5,2.5,doi_lookup,high
440,10.1002/anie.201809056,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG 2000,35.0,16.0,46.5,2.5,doi_lookup,high
442,10.1002/anie.201809056,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG 2000,35.0,16.0,46.5,2.5,doi_lookup,high
444,10.1002/anie.201809056,35:16:46.5:2.5,OF-Deg-Lin,DOPE,cholesterol,C14-PEG 2000,35.0,16.0,46.5,2.5,doi_lookup,high
446,10.1002/anie.201809056,35:16:46.5:2.5,OF-C4-Deg-Lin,DOPE,cholesterol,C14-PEG 2000,35.0,16.0,46.5,2.5,doi_lookup,high
448,10.1002/anie.201809056,35:16:46.5:2.5,cKK-E12,DOPE,cholesterol,C14-PEG 2000,35.0,16.0,46.5,2.5,doi_lookup,high
450,10.1016/j.jconrel.2019.10.028,40:2.5:53.5:4,C12-200,DOPE,cholesterol,C14-PEG2000,40.0,4.0,53.5,2.5,doi_lookup,high
451,10.1016/j.jconrel.2019.10.028,60:0.5:29.5:10,C12-200,DOPE,cholesterol,C14-PEG2000,60.0,10.0,29.5,0.5,doi_lookup,high
452,10.1016/j.jconrel.2019.10.028,40:3.5:28.5:28,C12-200,DOPE,cholesterol,C14-PEG2000,40.0,28.0,28.5,3.5,doi_lookup,high
453,10.1016/j.jconrel.2019.10.028,40:2.5:29.5:28,C12-200,DOPE,cholesterol,C14-PEG2000,40.0,28.0,29.5,2.5,doi_lookup,high
454,10.1016/j.jconrel.2019.10.028,40:3.0:35.0:22,C12-200,DOPE,cholesterol,C14-PEG2000,40.0,22.0,35.0,3.0,doi_lookup,high
455,10.1016/j.jconrel.2019.10.028,35:3.0:40.0:22,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,22.0,40.0,3.0,doi_lookup,high
456,10.1016/j.jconrel.2019.10.028,35:3.5:39.5:22,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,22.0,39.5,3.5,doi_lookup,high
457,10.1016/j.jconrel.2019.10.028,30:3.0:51.0:16,C12-200,DOPE,cholesterol,C14-PEG2000,30.0,16.0,51.0,3.0,doi_lookup,high
458,10.1016/j.jconrel.2019.10.028,30:2.5:51.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,30.0,16.0,51.5,2.5,doi_lookup,high
459,10.1016/j.jconrel.2019.10.028,40:1.5:42.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,40.0,16.0,42.5,1.5,doi_lookup,high
460,10.1016/j.jconrel.2019.10.028,35:2.5:46.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
461,10.1016/j.jconrel.2019.10.028,35:2.5:46.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
462,10.1016/j.jconrel.2019.10.028,35:2.5:46.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
463,10.1016/j.jconrel.2019.10.028,35:2.5:46.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
464,10.1016/j.jconrel.2019.10.028,35:2.5:46.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
465,10.1016/j.jconrel.2019.10.028,35:2.5:46.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
466,https://doi.org/10.1073/pnas.2409572122,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
467,https://doi.org/10.1073/pnas.2409572122,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
468,https://doi.org/10.1073/pnas.2409572122,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
469,https://doi.org/10.1073/pnas.2409572122,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
470,https://doi.org/10.1073/pnas.2409572122,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
471,https://doi.org/10.1073/pnas.2409572122,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
472,https://doi.org/10.1073/pnas.2409572122,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
473,https://doi.org/10.1073/pnas.2409572122,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
474,https://doi.org/10.1073/pnas.2409572122,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
475,https://doi.org/10.1073/pnas.2409572122,50:1.5:38.5:10,SM-102,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
509,https://doi.org/10.34133/bmr.0017,50:10:38.5:1.5,SM-102,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
510,https://doi.org/10.34133/bmr.0017,50:10:38.5:1.5,SM-102,DSPC,cholesterol,C16-Ceramide-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
511,https://doi.org/10.34133/bmr.0017,26.5:20:52:1.5,244-cis,DOPE,cholesterol,C16-Ceramide-PEG2000,26.5,20.0,52.0,1.5,doi_lookup,high
512,https://doi.org/10.34133/bmr.0017,26.5:20:52:1.5,244-cis,DOPE,cholesterol,DMG-PEG2000,26.5,20.0,52.0,1.5,doi_lookup,high
513,https://doi.org/10.34133/bmr.0017,26.5:20:52.4:1.1,244-cis,DOPE,cholesterol,DMG-PEG2000,26.5,20.0,52.4,1.1,doi_lookup,high
563,10.1039/C9NR02004G,50:10:39:1,DLin-KC2-DMA,DSPC,cholesterol,DSPE-PEG2000,50.0,10.0,39.0,1.0,doi_lookup,high
574,10.1002/jbm.a.37705,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
575,10.1002/jbm.a.37705,35:2.5:46.5:16,C9-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
576,10.1002/jbm.a.37705,35:2.5:46.5:16,C10-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
577,10.1002/jbm.a.37705,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
578,10.1002/jbm.a.37705,35:2.5:46.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
579,10.1002/jbm.a.37705,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
580,10.1002/jbm.a.37705,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
581,10.1002/jbm.a.37705,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
582,10.1002/jbm.a.37705,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
607,10.1126/sciadv.aba1028,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
608,10.1126/sciadv.aba1028,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
609,10.1126/sciadv.aba1028,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
610,10.1126/sciadv.aba1028,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
611,10.1126/sciadv.aba1028,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
612,10.1126/sciadv.aba1028,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
613,10.1126/sciadv.aba1028,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
614,10.1126/sciadv.aba1028,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
615,10.1126/sciadv.aba1028,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
616,10.1126/sciadv.aba1028,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
617,10.1126/sciadv.aba1028,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
618,10.1126/sciadv.aba1028,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
619,10.1126/sciadv.aba1028,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
620,10.1126/sciadv.aba1028,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
621,10.1126/sciadv.aba1028,35:46.5:16:2.5,DLin-MC3-DMA,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
622,10.1021/jacs.2c12893,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
623,10.1021/jacs.2c12893,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
624,10.1021/jacs.2c12893,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
625,10.1021/jacs.2c12893,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
626,10.1021/jacs.2c12893,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
627,10.1021/jacs.2c12893,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
628,10.1021/jacs.2c12893,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
629,10.1021/jacs.2c12893,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
630,10.1021/jacs.2c12893,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
631,10.1021/jacs.2c12893,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
632,10.1021/jacs.2c12893,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
633,10.1021/jacs.2c12893,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
634,10.1021/jacs.2c12893,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
635,10.1021/jacs.2c12893,35:16:46.5:2.5,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
636,10.1021/jacs.2c12893,50:10:38.5:1.5,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
637,https://doi.org/10.1016/j.jconrel.2021.11.022,35:16:46.5:2.5,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
638,https://doi.org/10.1016/j.jconrel.2021.11.022,35:16:46.5:2.5,cKK-E12,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
639,https://doi.org/10.1016/j.jconrel.2021.11.022,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
641,https://doi.org/10.1016/j.jpha.2024.100996,46.3:9.4:41.8:2.5,DOTAP,DOPE,cholesterol,DSG-PEG2000,46.3,9.4,41.8,2.5,doi_lookup,high
642,https://doi.org/10.1016/j.jpha.2024.100996,46.3:9.4:42.7:1.6,DOTAP,DSPE,cholesterol,DMG,46.3,9.4,42.7,1.6,doi_lookup,high
643,https://doi.org/10.1016/j.jpha.2024.100996,50:10:38.4:1.6,DOTAP,DMPC,cholesterol,DPPE-PEG2000,50.0,10.0,38.4,1.6,doi_lookup,high
644,https://doi.org/10.1016/j.jpha.2024.100996,50:10:38.5:1.5,DOTAP,DOPC,cholesterol,C16-Ceramide-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
645,https://doi.org/10.1016/j.jpha.2024.100996,50:10:38.4:1.6,DOTAP,DSPC,cholesterol,C16-Ceramide-PEG2000,50.0,10.0,38.4,1.6,doi_lookup,high
646,https://doi.org/10.1016/j.jpha.2024.100996,50:10:38.4:1.6,DOTMA,DLPE,cholesterol,DMG,50.0,10.0,38.4,1.6,doi_lookup,high
647,https://doi.org/10.1016/j.jpha.2024.100996,50:10:38.5:1.5,DOTMA,DOPE,cholesterol,DPPE-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
648,https://doi.org/10.1016/j.jpha.2024.100996,50:10:38.4:1.6,DOTMA,DSPE,cholesterol,DPPE-PEG2000,50.0,10.0,38.4,1.6,doi_lookup,high
649,https://doi.org/10.1016/j.jpha.2024.100996,50:10:38.5:1.5,DOTMA,DMPC,cholesterol,DSG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
650,https://doi.org/10.1016/j.jpha.2024.100996,46.3:9.4:42.7:1.6,DOTMA,DOPC,cholesterol,DSG-PEG2000,46.3,9.4,42.7,1.6,doi_lookup,high
651,https://doi.org/10.1016/j.jpha.2024.100996,50:10:37.5:2.5,DOTMA,DSPC,cholesterol,C16-Ceramide-PEG2000,50.0,10.0,37.5,2.5,doi_lookup,high
652,https://doi.org/10.1016/j.jpha.2024.100996,46.3:9.4:41.8:2.5,DODAP,DLPE,cholesterol,DPPE-PEG2000,46.3,9.4,41.8,2.5,doi_lookup,high
653,https://doi.org/10.1016/j.jpha.2024.100996,46.3:9.4:42.7:1.6,DODAP,DOPE,cholesterol,DMG,46.3,9.4,42.7,1.6,doi_lookup,high
654,https://doi.org/10.1016/j.jpha.2024.100996,50:10:38.5:1.5,DODAP,DSPE,cholesterol,C16-Ceramide-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
655,https://doi.org/10.1016/j.jpha.2024.100996,50:10:37.5:2.5,DODAP,DMPC,cholesterol,DMG,50.0,10.0,37.5,2.5,doi_lookup,high
656,https://doi.org/10.1016/j.jpha.2024.100996,50:10:37.5:2.5,DODAP,DOPC,cholesterol,DMG,50.0,10.0,37.5,2.5,doi_lookup,high
657,https://doi.org/10.1016/j.jpha.2024.100996,50:10:38.4:1.6,DODAP,DSPC,cholesterol,DSG-PEG2000,50.0,10.0,38.4,1.6,doi_lookup,high
658,https://doi.org/10.1016/j.jpha.2024.100996,50:10:38.4:1.6,DLin-MC3-DMA,DLPE,cholesterol,DSG-PEG2000,50.0,10.0,38.4,1.6,doi_lookup,high
659,https://doi.org/10.1016/j.jpha.2024.100996,50:10:37.5:2.5,DLin-MC3-DMA,DOPE,cholesterol,C16-Ceramide-PEG2000,50.0,10.0,37.5,2.5,doi_lookup,high
660,https://doi.org/10.1016/j.jpha.2024.100996,50:10:37.5:2.5,DLin-MC3-DMA,DSPE,cholesterol,DSG-PEG2000,50.0,10.0,37.5,2.5,doi_lookup,high
661,https://doi.org/10.1016/j.jpha.2024.100996,46.3:9.4:42.7:1.6,DLin-MC3-DMA,DMPC,cholesterol,C16-Ceramide-PEG2000,46.3,9.4,42.7,1.6,doi_lookup,high
662,https://doi.org/10.1016/j.jpha.2024.100996,50:10:38.4:1.6,DLin-MC3-DMA,DOPC,cholesterol,DPPE-PEG2000,50.0,10.0,38.4,1.6,doi_lookup,high
663,https://doi.org/10.1016/j.jpha.2024.100996,46.3:8.4:42.8:2.5,DLin-MC3-DMA,DSPC,cholesterol,DPPE-PEG2000,46.3,8.4,42.8,2.5,doi_lookup,high
664,https://doi.org/10.1016/j.jpha.2024.100996,50:10:38.5:1.5,DLin-MC3-DMA,DSPC,cholesterol,DMG,50.0,10.0,38.5,1.5,doi_lookup,high
665,https://doi.org/10.1038/s41563-020-00886-0,25:1:30:30,9A1P9,MDOA,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
668,https://doi.org/10.1038/s41563-020-00886-0,25:1:30:30,Custom lipid,MDOA,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
669,https://doi.org/10.1038/s41563-020-00886-0,55:0.2:45:30,9A1P9,DOPE,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
675,https://doi.org/10.1038/s41563-020-00886-0,25:30:30:1,9A1P9,MDOA,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
678,https://doi.org/10.1038/s41563-020-00886-0,55:30:45:0.2,9A1P9,DOPE,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
679,https://doi.org/10.1038/s41563-020-00886-0,25:30:30:1,Custom lipid,MDOA,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
680,https://doi.org/10.1038/s41563-020-00886-0,25:30:30:1,9A1P9,DODAP,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
686,https://doi.org/10.1038/s41563-020-00886-0,25:30:30:1,Custom lipid,MDOA,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
687,https://doi.org/10.1038/s41563-020-00886-0,50:10:38.5:1.5,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
716,10.1021/acs.jpcb.5b02891,50:1:37.5:11.5,DLin-KC2-DMA,DSPC,cholesterol,PEG-c-DMA,50.0,1.0,37.5,11.5,doi_lookup,high
717,10.1021/acs.jpcb.5b02891,50:1:37.5:11.5,DLin-KC2-DMA,DOPE,cholesterol,PEG-c-DMA,50.0,1.0,37.5,11.5,doi_lookup,high
718,10.1021/acs.jpcb.5b02891,80:1:7.5:11.5,DLin-KC2-DMA,DSPC,cholesterol,PEG-c-DMA,80.0,1.0,7.5,11.5,doi_lookup,high
719,10.1021/acs.jpcb.5b02891,80:1:7.5:11.5,DLin-KC2-DMA,DOPE,cholesterol,PEG-c-DMA,80.0,1.0,7.5,11.5,doi_lookup,high
736,10.1021/acs.jpcb.5b02891,50:1:37.5:11.5,DLin-KC2-DMA,DSPC,cholesterol,PEG-c-DMA,50.0,1.0,37.5,11.5,doi_lookup,high
737,10.1021/acs.jpcb.5b02891,80:1:7.5:11.5,DLin-KC2-DMA,DSPC,cholesterol,PEG-c-DMA,80.0,1.0,7.5,11.5,doi_lookup,high
738,10.1021/acs.jpcb.5b02891,50:1:37.5:11.5,DLin-KC2-DMA,DOPE,cholesterol,PEG-c-DMA,50.0,1.0,37.5,11.5,doi_lookup,high
739,10.1021/acs.jpcb.5b02891,80:1:7.5:11.5,DLin-KC2-DMA,DOPE,cholesterol,PEG-c-DMA,80.0,1.0,7.5,11.5,doi_lookup,high
756,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:38.5:1.5,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
757,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:38.5:3,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,3.0,doi_lookup,high
758,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:38.5:5,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,5.0,doi_lookup,high
759,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:38.5:10,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,10.0,doi_lookup,high
760,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:38.5:15,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,15.0,doi_lookup,high
761,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:38.5:25,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,25.0,doi_lookup,high
762,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:38.5:50,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,50.0,doi_lookup,high
763,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:38.5:1.5,AX4,DOPE,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
764,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:38.5:3,AX4,DOPE,cholesterol,DMG-PEG2000,50.0,10.0,38.5,3.0,doi_lookup,high
765,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:38.5:5,AX4,DOPE,cholesterol,DMG-PEG2000,50.0,10.0,38.5,5.0,doi_lookup,high
766,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:38.5:10,AX4,DOPE,cholesterol,DMG-PEG2000,50.0,10.0,38.5,10.0,doi_lookup,high
767,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:38.5:15,AX4,DOPE,cholesterol,DMG-PEG2000,50.0,10.0,38.5,15.0,doi_lookup,high
768,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:38.5:25,AX4,DOPE,cholesterol,DMG-PEG2000,50.0,10.0,38.5,25.0,doi_lookup,high
769,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:38.5:50,AX4,DOPE,cholesterol,DMG-PEG2000,50.0,10.0,38.5,50.0,doi_lookup,high
770,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:5:5,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,5.0,5.0,doi_lookup,high
771,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:100:5,AX4,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,100.0,5.0,doi_lookup,high
772,https://doi.org/10.1016/j.ijpharm.2023.123050,20:10:100:5,AX4,DSPC,cholesterol,DMG-PEG2000,20.0,10.0,100.0,5.0,doi_lookup,high
773,https://doi.org/10.1016/j.ijpharm.2023.123050,35:16:46.5:2.5,AX4,DSPC,cholesterol,DMG-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
774,https://doi.org/10.1016/j.ijpharm.2023.123050,35:16:46.5:5,AX4,DSPC,cholesterol,DMG-PEG2000,35.0,16.0,46.5,5.0,doi_lookup,high
775,https://doi.org/10.1016/j.ijpharm.2023.123050,35:16:46.5:5,AX4,DSPC,cholesterol,DMG-PEG2000,35.0,16.0,46.5,5.0,doi_lookup,high
