lnp_id,paper_doi,lipid_molar_ratio,ionizable_lipid,helper_lipid,sterol_lipid,peg_lipid,mol_pct_ionizable,mol_pct_helper,mol_pct_sterol,mol_pct_peg,parse_method,parse_confidence
776,https://doi.org/10.1016/j.ijpharm.2023.123050,35:16:46.5:5,AX4,DSPC,cholesterol,DMG-PEG2000,35.0,16.0,46.5,5.0,doi_lookup,high
777,https://doi.org/10.1016/j.ijpharm.2023.123050,50:10:38.5:1.5,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
778,10.1002/btm2.10580,60:20:19:1,DLin-MC3-DMA,DPPC,cholesterol,DMPE-PEG2000,60.0,20.0,19.0,1.0,doi_lookup,high
779,10.1002/btm2.10580,45:20:34:1,DLin-MC3-DMA,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,doi_lookup,high
780,10.1002/btm2.10580,45:5:49:1,DLin-MC3-DMA,DPPC,cholesterol,DMPE-PEG2000,45.0,5.0,49.0,1.0,doi_lookup,high
781,10.1002/btm2.10580,50:10:38.5:1.5,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
782,10.1002/btm2.10580,45:20:34:1,SM-102,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,doi_lookup,high
783,10.1002/btm2.10580,50:10:38.5:1.5,SM-102,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
784,10.1002/btm2.10580,45:20:34:1,ALC-0315,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,doi_lookup,high
785,10.1002/btm2.10580,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,ALC-0159,46.3,9.4,42.7,1.6,doi_lookup,high
786,10.1002/btm2.10580,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,doi_lookup,high
787,10.1002/btm2.10580,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,doi_lookup,high
788,10.1002/btm2.10580,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,doi_lookup,high
789,10.1002/btm2.10580,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,doi_lookup,high
790,10.1039/d1bm01454d,38.5:1.5:30:30,4A3-SC8,DOPE,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
791,10.1039/d1bm01454d,38.5:1.5:30:30,4A3-SC8,POPE,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
792,10.1039/d1bm01454d,38.5:1.5:30:30,4A3-SC8,BMP,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
793,10.1039/d1bm01454d,38.5:1.5:30:30,4A3-SC8,BMP,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
794,10.1039/d1bm01454d,38.5:1.5:30:30,4A3-SC8,4ME,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
795,10.1039/d1bm01454d,38.5:1.5:30:30,4A3-SC8,DSPC,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
796,10.1039/d1bm01454d,38.5:1.5:30:30,4A3-SC8,CL,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
797,10.1039/d1bm01454d,38.5:1.5:30:30,4A3-SC8,SOPE,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
798,10.1039/d1bm01454d,38.5:1.5:30:30,4A3-SC8,DEPE,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
799,10.1039/d1bm01454d,38.5:1.5:30:30,4A3-SC8,DPPE,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
800,10.1039/d1bm01454d,38.5:1.5:30:30,4A3-SC8,C16-18:1 PE,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
801,10.1039/d1bm01454d,38.5:1.5:30:30,4A3-SC8,SOPC,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
802,10.1039/d1bm01454d,38.5:1.5:30:30,4A3-SC8,POPC,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
803,https://doi.org/10.1038/s41467-022-33157-4,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
804,https://doi.org/10.1038/s41467-022-33157-4,50:0.25:38.75:10.5,DLin-MC3-DMA,DSPC + TMR-PC,cholesterol,DMG-PEG2000,50.0,0.25,38.75,10.5,doi_lookup,high
805,https://doi.org/10.1038/s41467-022-33157-4,50:0.5:38.5:10.5,DLin-MC3-DMA,DSPC + TMR-PC,cholesterol,DMG-PEG2000,50.0,0.5,38.5,10.5,doi_lookup,high
806,https://doi.org/10.1038/s41467-022-33157-4,50:1.0:38.0:10.5,DLin-MC3-DMA,DSPC + TMR-PC,cholesterol,DMG-PEG2000,50.0,1.0,38.0,10.5,doi_lookup,high
807,https://doi.org/10.1038/s41467-022-33157-4,50:1.5:38.5:10.5,DLin-MC3-DMA,DSPC + TMR-PC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.5,doi_lookup,high
808,https://doi.org/10.1038/s41467-022-33157-4,50:3.0:35.5:10.5,DLin-MC3-DMA,DSPC + TMR-PC,cholesterol,DMG-PEG2000,50.0,3.0,35.5,10.5,doi_lookup,high
809,https://doi.org/10.1038/s41467-022-33157-4,variable based on N/P:1.5:38.5:10.5,DLin-MC3-DMA,DSPC + TMR-PC,cholesterol,DMG-PEG2000,,,,,non_numeric,none
810,https://doi.org/10.1038/s41467-022-33157-4,50:1.5:38.5:10.5,DLin-MC3-DMA,DSPC + TMR-PC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.5,doi_lookup,high
811,https://doi.org/10.1038/s41467-022-33157-4,50:1.5:38.5:10.5,DLin-MC3-DMA,DSPC + TMR-PC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.5,doi_lookup,high
812,https://doi.org/10.1038/s41467-022-33157-4,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
846,https://doi.org/10.1038/s41467-024-50093-7,15:2:25:20,Custom lipid,DOPE,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
847,https://doi.org/10.1038/s41467-024-50093-7,15:2:25:20,Custom lipid,DOPE,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
853,https://doi.org/10.1038/s41467-024-50093-7,15:2:25:20,Custom lipid,DOPE,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
854,https://doi.org/10.1038/s41467-024-50093-7,50:1.5:38.5:10,SM-102,DSPC,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
856,https://doi.org/10.1038/s41467-024-50093-7,46.3:1.6:42.7:9.4,ALC-0315,DSPC,cholesterol,ALC-0159,,,,,ambiguous_doi,excluded
858,https://doi.org/10.1038/s41467-024-50093-7,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
860,https://doi.org/10.1038/s41467-024-50093-7,15:2:25:20,Custom lipid,DOPE,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
861,https://doi.org/10.1038/s41467-024-50093-7,15:2:25:20,Custom lipid,DOPE,cholesterol,DMG-PEG2000,,,,,ambiguous_doi,excluded
862,https://doi.org/10.1016/j.jconrel.2025.01.071,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,ALC-0159,46.3,9.4,42.7,1.6,doi_lookup,high
863,https://doi.org/10.1016/j.jconrel.2025.01.071,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,ALC-0159,46.3,9.4,42.7,1.6,doi_lookup,high
864,https://doi.org/10.1016/j.jconrel.2025.01.071,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,DMG-PEG2000,46.3,9.4,42.7,1.6,doi_lookup,high
865,https://doi.org/10.1016/j.jconrel.2025.01.071,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,DMG-PEG2000,46.3,9.4,42.7,1.6,doi_lookup,high
866,https://doi.org/10.1016/j.jconrel.2025.01.071,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,DSG-PEG2000,46.3,9.4,42.7,1.6,doi_lookup,high
867,https://doi.org/10.1016/j.jconrel.2025.01.071,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,C8-Ceramide-PEG2000,46.3,9.4,42.7,1.6,doi_lookup,high
868,https://doi.org/10.1016/j.jconrel.2025.01.071,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,C16-Ceramide-PEG2000,46.3,9.4,42.7,1.6,doi_lookup,high
869,https://doi.org/10.1016/j.jconrel.2025.01.071,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,DMPE-PEG2000,46.3,9.4,42.7,1.6,doi_lookup,high
870,https://doi.org/10.1016/j.jconrel.2025.01.071,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,DSPE-PEG2000,46.3,9.4,42.7,1.6,doi_lookup,high
875,https://doi.org/10.1101/2023.11.09.565872,45:20:34:1,SM-102,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,doi_lookup,high
876,https://doi.org/10.1101/2023.11.09.565872,45:20:34:1,ALC-0315,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,doi_lookup,high
877,https://doi.org/10.1101/2023.11.09.565872,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,doi_lookup,high
878,https://doi.org/10.1101/2023.11.09.565872,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,doi_lookup,high
879,https://doi.org/10.1101/2023.11.09.565872,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,doi_lookup,high
880,https://doi.org/10.1101/2023.11.09.565872,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,doi_lookup,high
881,https://doi.org/10.1101/2023.11.09.565872,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,doi_lookup,high
882,https://doi.org/10.1101/2023.11.09.565872,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,doi_lookup,high
885,https://doi.org/10.1021/acs.nanolett.1c01353,35:2.5:46.5:16,C12-200,DOPE,cholesterol,PE-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
911,https://doi.org/10.1101/2024.09.27.614859,50:38.5:10:1.5,SM-102,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
913,https://doi.org/10.1038/s41434-022-00370-1,50:10:35:5,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,35.0,5.0,doi_lookup,high
914,https://doi.org/10.1038/s41434-022-00370-1,50:10:38.5:1.5,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
915,https://doi.org/10.1038/s41434-022-00370-1,50:10:39.5:0.5,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,39.5,0.5,doi_lookup,high
922,https://doi.org/10.1073/pnas.2303567120,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
923,https://doi.org/10.1073/pnas.2303567120,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
928,https://doi.org/10.1073/pnas.2303567120,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
929,https://doi.org/10.1073/pnas.2303567120,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
931,https://doi.org/10.1073/pnas.2303567120,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
932,https://doi.org/10.1248/cpb.c24-00089,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
933,https://doi.org/10.1248/cpb.c24-00089,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
934,https://doi.org/10.1248/cpb.c24-00089,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
935,https://doi.org/10.1248/cpb.c24-00089,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
936,https://doi.org/10.1248/cpb.c24-00089,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
937,https://doi.org/10.1248/cpb.c24-00089,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
938,https://doi.org/10.1248/cpb.c24-00089,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
939,https://doi.org/10.1248/cpb.c24-00089,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
940,https://doi.org/10.1248/cpb.c24-00089,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,doi_lookup,high
946,https://doi.org/10.1038/s41467-020-16248-y,35:16:46.5:2.5,cKK-E12,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
947,https://doi.org/10.1038/s41467-020-16248-y,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
948,https://doi.org/10.1038/s41467-020-16248-y,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
949,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:37.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,doi_lookup,high
950,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:37.5:16,A12-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,doi_lookup,high
951,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:37.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,doi_lookup,high
952,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:37.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,doi_lookup,high
953,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:37.5:16,A18-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,doi_lookup,high
954,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:37.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,doi_lookup,high
955,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:37.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,doi_lookup,high
956,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:37.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,doi_lookup,high
957,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:37.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,doi_lookup,high
958,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:37.5:16,DLin-MC3-DMA,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,doi_lookup,high
959,https://doi.org/10.1038/s41587-019-0247-3,45:2.5:42.5:10,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,45.0,10.0,42.5,2.5,doi_lookup,high
960,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:37.5:25,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,25.0,37.5,2.5,doi_lookup,high
961,https://doi.org/10.1038/s41587-019-0247-3,50:1.5:32.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,32.5,1.5,doi_lookup,high
962,https://doi.org/10.1038/s41587-019-0247-3,50:2.9:31.1:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,31.1,2.9,doi_lookup,high
963,https://doi.org/10.1038/s41587-019-0247-3,50:1.5:32.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,32.5,1.5,doi_lookup,high
964,https://doi.org/10.1038/s41587-019-0247-3,35:0.5:57.5:7,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,7.0,57.5,0.5,doi_lookup,high
965,https://doi.org/10.1038/s41587-019-0247-3,65:0.5:27.5:7,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,65.0,7.0,27.5,0.5,doi_lookup,high
966,https://doi.org/10.1038/s41587-019-0247-3,65:2.5:7.5:25,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,65.0,25.0,7.5,2.5,doi_lookup,high
967,https://doi.org/10.1038/s41587-019-0247-3,50:1.5:32.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,32.5,1.5,doi_lookup,high
968,https://doi.org/10.1038/s41587-019-0247-3,50:1.5:32.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,32.5,1.5,doi_lookup,high
969,https://doi.org/10.1038/s41587-019-0247-3,71.2:1.5:11.3:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,71.2,16.0,11.3,1.5,doi_lookup,high
970,https://doi.org/10.1038/s41587-019-0247-3,50:1.5:32.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,32.5,1.5,doi_lookup,high
971,https://doi.org/10.1038/s41587-019-0247-3,28.8:1.5:53.7:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,28.8,16.0,53.7,1.5,doi_lookup,high
972,https://doi.org/10.1038/s41587-019-0247-3,65:2.5:25.5:7,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,65.0,7.0,25.5,2.5,doi_lookup,high
973,https://doi.org/10.1038/s41587-019-0247-3,50:1.5:32.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,32.5,1.5,doi_lookup,high
974,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:55.5:7,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,7.0,55.5,2.5,doi_lookup,high
975,https://doi.org/10.1038/s41587-019-0247-3,50:1.5:45.2:3.3,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,3.3,45.2,1.5,doi_lookup,high
976,https://doi.org/10.1038/s41587-019-0247-3,50:1.5:32.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,32.5,1.5,doi_lookup,high
977,https://doi.org/10.1038/s41587-019-0247-3,35:0.5:39.5:25,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,25.0,39.5,0.5,doi_lookup,high
978,https://doi.org/10.1038/s41587-019-0247-3,50:1.5:19.8:28.7,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,28.7,19.8,1.5,doi_lookup,high
979,https://doi.org/10.1038/s41587-019-0247-3,65:0.5:9.5:25,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,65.0,25.0,9.5,0.5,doi_lookup,high
980,https://doi.org/10.1038/s41587-019-0247-3,50:0.1:33.9:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,33.9,0.1,doi_lookup,high
981,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:46.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
982,https://doi.org/10.1038/s41587-019-0247-3,50:1.5:23.5:25,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,25.0,23.5,1.5,doi_lookup,high
983,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:46.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
984,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:46.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
985,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:37.5:25,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,25.0,37.5,2.5,doi_lookup,high
986,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:34.5:28,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,28.0,34.5,2.5,doi_lookup,high
987,https://doi.org/10.1038/s41587-019-0247-3,35:2.5:42.5:20,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,20.0,42.5,2.5,doi_lookup,high
988,https://doi.org/10.1038/s41587-019-0247-3,50:2.5:37.5:10,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,10.0,37.5,2.5,doi_lookup,high
989,https://doi.org/10.1038/s41587-019-0247-3,45:2.5:36.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,45.0,16.0,36.5,2.5,doi_lookup,high
990,https://doi.org/10.1038/s41587-019-0247-3,45:2.5:42.5:10,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,45.0,10.0,42.5,2.5,doi_lookup,high
991,https://doi.org/10.1038/s41587-019-0247-3,35:1.5:47.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,16.0,47.5,1.5,doi_lookup,high
992,https://doi.org/10.1038/s41587-019-0247-3,35:2.8:46.2:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.2,2.8,doi_lookup,high
1005,10.1002/smll.201805097,35:16:46.5:2.5 (ionizable_lipid:cholesterol:DOPE:C14-mPEG2000),Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
1006,10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
1007,10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
1008,10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
1009,10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
1010,10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
1011,10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
1012,10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
1013,10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
1014,10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
1015,10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,doi_lookup,high
1021,10.1073/pnas.1209367109,40:2:48:10,DLinDMA,DSPC,cholesterol,DMG-PEG2000,40.0,2.0,48.0,10.0,doi_lookup,high
1030,10.1038/s41551-021-00786-x,60:10:2:28,7C1,DOPE,cholesterol,C14-PEG2000,,,,,ambiguous_doi,excluded
1032,10.1038/s41551-021-00786-x,60:5:30:5,7C1,DOPE,cholesterol,C14-PEG2000,,,,,ambiguous_doi,excluded
1034,10.1038/s41551-021-00786-x,60:15:20:5,7C1,DOPE,cholesterol,C18-PEG2000,,,,,ambiguous_doi,excluded
1088,https://dx.doi.org/10.1021/acs.nanolett.0c01386,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
1089,https://dx.doi.org/10.1021/acs.nanolett.0c01386,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,¥â-sitosterol,DMG-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
1090,https://dx.doi.org/10.1021/acs.nanolett.0c01386,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,fucosterol,DMG-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
1091,https://dx.doi.org/10.1021/acs.nanolett.0c01386,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,campesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
1092,https://dx.doi.org/10.1021/acs.nanolett.0c01386,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,stigmastanol,DMG-PEG2000,50.0,1.5,38.5,10.0,doi_lookup,high
