lnp_id,ionizable_lipid,helper_lipid,sterol_lipid,peg_lipid,lipid_molar_ratio,target_type,nucleic_acid_sequence,ionizable_lipid_smiles,helper_lipid_smiles,sterol_lipid_smiles,peg_lipid_smiles,size_mean,size_sd,size_flag,pdi_mean,pdi_sd,pdi_flag,ee_mean,ee_sd,ee_flag,zeta_mean,zeta_sd,zeta_flag,ratio_type,ratio_value,ratio_cargo,synthesis_info,bioactivity_profile,transfection_raw,transfection_unit,transfection_pctile,paper_doi,paper_title,paper_authors,paper_journal,paper_year,ionizable_lipid_original,helper_lipid_original,sterol_lipid_original,peg_lipid_original
620,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:46.5:16:2.5,mRNA,luciferase,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,102.3,4.8,,0.3,,censored,92.6,,,,,,concentration,25.0,¥ìg/337.5¥ìL,"synthesis_method: Microfluidic; device_used: Microfluidic device with herringbone features; total_flow_rate_ml_min: ; flow_rate_ratio: ; aqueous_phase_composition: 10 mM citrate buffer (pH 3); organic_phase_composition: ethanol phase with lipid components; mixing_time_sec: ; temperature_condition: ; post_processing: Dialyzed against PBS for 2 hours; sterilization: 0.2 ¥ìm sterile filtration; storage_buffer: PBS, stored at 4¡ÆC",animal_model: E16 mouse fetuses (Balb/c); administration_route: Vitelline vein injection; dose: 5 ¥ìL (38.4 ng/¥ìL mRNA); gene_expression_result: Low luciferase expression; biodistribution_result: Primarily liver; toxicity_profile: >90% fetal survival; cytokine_response: No significant cytokine elevation,,,,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,"['Rachel S. Riley', 'Meghana V. Kashyap', 'Margaret M. Billingsley', 'Brandon White', 'Mohamad-Gabriel Alameh', 'Sourav K. Bose', 'Philip W. Zoltick', 'Hiaying Li', 'Rui Zhang', 'Andrew Y. Cheng', 'Drew Weissman', 'William H. Peranteau', 'Michael J. Mitchell']",Science Advances,2021.0,Polyamine core 5 + C14 epoxide-terminated alkyl tail,DOPE,cholesterol,C14-PEG2000
621,DLin-MC3-DMA,DOPE,cholesterol,C14-PEG2000,35:46.5:16:2.5,mRNA,luciferase,CCCCC/C=C\C/C=C\CCCCCCCCC(OC(=O)CCCN(C)C)CCCCCCCC/C=C\C/C=C\CCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,,,,,,,,,,,,,concentration,25.0,¥ìg/337.5¥ìL,"synthesis_method: Microfluidic; device_used: Microfluidic device with herringbone features; total_flow_rate_ml_min: ; flow_rate_ratio: ; aqueous_phase_composition: 10 mM citrate buffer (pH 3); organic_phase_composition: ethanol phase with lipid components; mixing_time_sec: ; temperature_condition: ; post_processing: Dialyzed against PBS for 2 hours; sterilization: 0.2 ¥ìm sterile filtration; storage_buffer: PBS, stored at 4¡ÆC","animal_model: E16 mouse fetuses (Balb/c); administration_route: Vitelline vein injection; dose: 5 ¥ìL (38.4 ng/¥ìL mRNA); gene_expression_result: Moderate luciferase expression (3.5-fold lower than LNP A-3); biodistribution_result: Primarily liver, minimal lung/intestine delivery; toxicity_profile: 72.4% fetal survival; cytokine_response: Elevated KC and IL-6 in maternal plasma",3.5,numeric,,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,"['Rachel S. Riley', 'Meghana V. Kashyap', 'Margaret M. Billingsley', 'Brandon White', 'Mohamad-Gabriel Alameh', 'Sourav K. Bose', 'Philip W. Zoltick', 'Hiaying Li', 'Rui Zhang', 'Andrew Y. Cheng', 'Drew Weissman', 'William H. Peranteau', 'Michael J. Mitchell']",Science Advances,2021.0,DLin-MC3-DMA,DOPE,cholesterol,C14-PEG2000
622,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:16:46.5:2.5,mRNA,"luciferase, mcherry, vegf",,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,106.97,1.69,,0.1,0.02,,94.84,3.48,,,,,wt/wt,10.0,OTHER_wt_ratio,synthesis_method: Microfluidic; device_used: Microfluidic device with herringbone features; total_flow_rate_ml_min: ; flow_rate_ratio: ; aqueous_phase_composition: 25 ¥ìg luciferase mRNA in 10 mM citrate buffer (pH = 3); organic_phase_composition: Ethanol phase with lipids; mixing_time_sec: ; temperature_condition: ; post_processing: Dialyzed against 1X PBS with 20 kDa MWCO for 2 h; sterilization: 0.22 ¥ìm filter; storage_buffer: Stored at 4¡ÆC,"cell_line: JEG-3 choriocarcinoma cells; animal_model: Non-pregnant and pregnant mice (E16); administration_route: IV (tail vein injection); dose: 0.6 mg mRNA/kg body mass (luciferase), 1 mg mRNA/kg (mCherry, VEGF); gene_expression_result: Normalized luciferase expression in JEG-3 cells; biodistribution_result: Primarily liver and spleen delivery; toxicity_profile: No significant decrease in cell viability vs Lipofectamine",3.0,numeric,0.5555555555555556,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,"['Kelsey L. Swingle', 'Hannah C. Safford', 'Hannah C. Geisler', 'Alex G. Hamilton', 'Ajay S. Thatte', 'Margaret M. Billingsley', 'Ryann A. Joseph', 'Kaitlin Mrksich', 'Marshall S. Padilla', 'Aditi A. Ghalsasi', 'Mohamad-Gabriel Alameh', 'Drew Weissman', 'Michael J. Mitchell']",Journal of the American Chemical Society,2023.0,A1 (C12 epoxide + polyamine core 1),DOPE,cholesterol,C14-PEG2000
623,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:16:46.5:2.5,mRNA,luciferase,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,100.77,1.75,,0.13,0.01,,89.74,2.62,,,,,wt/wt,10.0,OTHER_wt_ratio,synthesis_method: Microfluidic; device_used: Microfluidic device with herringbone features; total_flow_rate_ml_min: ; flow_rate_ratio: ; aqueous_phase_composition: 25 ¥ìg luciferase mRNA in 10 mM citrate buffer (pH = 3); organic_phase_composition: Ethanol phase with lipids; mixing_time_sec: ; temperature_condition: ; post_processing: Dialyzed against 1X PBS with 20 kDa MWCO for 2 h; sterilization: 0.22 ¥ìm filter; storage_buffer: Stored at 4¡ÆC,"cell_line: JEG-3 choriocarcinoma cells; dose: 50 ng mRNA per 25,000 cells; gene_expression_result: Normalized luciferase expression in JEG-3 cells; toxicity_profile: No significant decrease in cell viability vs Lipofectamine",3.0,numeric,0.5555555555555556,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,"['Kelsey L. Swingle', 'Hannah C. Safford', 'Hannah C. Geisler', 'Alex G. Hamilton', 'Ajay S. Thatte', 'Margaret M. Billingsley', 'Ryann A. Joseph', 'Kaitlin Mrksich', 'Marshall S. Padilla', 'Aditi A. Ghalsasi', 'Mohamad-Gabriel Alameh', 'Drew Weissman', 'Michael J. Mitchell']",Journal of the American Chemical Society,2023.0,A2 (C12 epoxide + polyamine core 2),DOPE,cholesterol,C14-PEG2000
624,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:16:46.5:2.5,mRNA,luciferase,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,97.96,0.78,,0.11,0.01,,88.11,2.93,,,,,wt/wt,10.0,OTHER_wt_ratio,synthesis_method: Microfluidic; device_used: Microfluidic device with herringbone features; total_flow_rate_ml_min: ; flow_rate_ratio: ; aqueous_phase_composition: 25 ¥ìg luciferase mRNA in 10 mM citrate buffer (pH = 3); organic_phase_composition: Ethanol phase with lipids; mixing_time_sec: ; temperature_condition: ; post_processing: Dialyzed against 1X PBS with 20 kDa MWCO for 2 h; sterilization: 0.22 ¥ìm filter; storage_buffer: Stored at 4¡ÆC,"cell_line: JEG-3 choriocarcinoma cells; dose: 50 ng mRNA per 25,000 cells; gene_expression_result: Normalized luciferase expression in JEG-3 cells; toxicity_profile: No significant decrease in cell viability vs Lipofectamine",3.0,numeric,0.5555555555555556,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,"['Kelsey L. Swingle', 'Hannah C. Safford', 'Hannah C. Geisler', 'Alex G. Hamilton', 'Ajay S. Thatte', 'Margaret M. Billingsley', 'Ryann A. Joseph', 'Kaitlin Mrksich', 'Marshall S. Padilla', 'Aditi A. Ghalsasi', 'Mohamad-Gabriel Alameh', 'Drew Weissman', 'Michael J. Mitchell']",Journal of the American Chemical Society,2023.0,A3 (C12 epoxide + polyamine core 3),DOPE,cholesterol,C14-PEG2000
625,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:16:46.5:2.5,mRNA,"luciferase, mcherry, vegf",,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,93.44,1.18,,0.16,0.01,,94.86,1.59,,,,,wt/wt,10.0,OTHER_wt_ratio,synthesis_method: Microfluidic; device_used: Microfluidic device with herringbone features; total_flow_rate_ml_min: ; flow_rate_ratio: ; aqueous_phase_composition: 25 ¥ìg luciferase mRNA in 10 mM citrate buffer (pH = 3); organic_phase_composition: Ethanol phase with lipids; mixing_time_sec: ; temperature_condition: ; post_processing: Dialyzed against 1X PBS with 20 kDa MWCO for 2 h; sterilization: 0.22 ¥ìm filter; storage_buffer: Stored at 4¡ÆC,"cell_line: JEG-3 choriocarcinoma cells; animal_model: Non-pregnant and pregnant mice (E16); administration_route: IV (tail vein injection); dose: 0.6 mg mRNA/kg body mass (luciferase), 1 mg mRNA/kg (mCherry, VEGF); gene_expression_result: Highest luciferase expression in JEG-3 cells, 4.58% mCherry+ trophoblasts; biodistribution_result: 81% of total luminescent flux from placental delivery, extrahepatic delivery to spleen; toxicity_profile: No significant liver toxicity (ALT/AST levels), minimal placental inflammation; cytokine_response: Elevated cytokines at 6h, resolved by 48h",4.58,percent,1.0,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,"['Kelsey L. Swingle', 'Hannah C. Safford', 'Hannah C. Geisler', 'Alex G. Hamilton', 'Ajay S. Thatte', 'Margaret M. Billingsley', 'Ryann A. Joseph', 'Kaitlin Mrksich', 'Marshall S. Padilla', 'Aditi A. Ghalsasi', 'Mohamad-Gabriel Alameh', 'Drew Weissman', 'Michael J. Mitchell']",Journal of the American Chemical Society,2023.0,A4 (C12 epoxide + polyamine core 4),DOPE,cholesterol,C14-PEG2000
626,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:16:46.5:2.5,mRNA,luciferase,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,116.6,1.77,,0.19,0.02,,93.77,2.41,,,,,wt/wt,10.0,OTHER_wt_ratio,synthesis_method: Microfluidic; device_used: Microfluidic device with herringbone features; total_flow_rate_ml_min: ; flow_rate_ratio: ; aqueous_phase_composition: 25 ¥ìg luciferase mRNA in 10 mM citrate buffer (pH = 3); organic_phase_composition: Ethanol phase with lipids; mixing_time_sec: ; temperature_condition: ; post_processing: Dialyzed against 1X PBS with 20 kDa MWCO for 2 h; sterilization: 0.22 ¥ìm filter; storage_buffer: Stored at 4¡ÆC,"cell_line: JEG-3 choriocarcinoma cells; dose: 50 ng mRNA per 25,000 cells; gene_expression_result: Normalized luciferase expression in JEG-3 cells; toxicity_profile: No significant decrease in cell viability vs Lipofectamine",3.0,numeric,0.5555555555555556,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,"['Kelsey L. Swingle', 'Hannah C. Safford', 'Hannah C. Geisler', 'Alex G. Hamilton', 'Ajay S. Thatte', 'Margaret M. Billingsley', 'Ryann A. Joseph', 'Kaitlin Mrksich', 'Marshall S. Padilla', 'Aditi A. Ghalsasi', 'Mohamad-Gabriel Alameh', 'Drew Weissman', 'Michael J. Mitchell']",Journal of the American Chemical Society,2023.0,A5 (C12 epoxide + polyamine core 5),DOPE,cholesterol,C14-PEG2000
627,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:16:46.5:2.5,mRNA,luciferase,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,114.57,2.88,,0.13,0.01,,75.34,7.0,,,,,wt/wt,10.0,OTHER_wt_ratio,synthesis_method: Microfluidic; device_used: Microfluidic device with herringbone features; total_flow_rate_ml_min: ; flow_rate_ratio: ; aqueous_phase_composition: 25 ¥ìg luciferase mRNA in 10 mM citrate buffer (pH = 3); organic_phase_composition: Ethanol phase with lipids; mixing_time_sec: ; temperature_condition: ; post_processing: Dialyzed against 1X PBS with 20 kDa MWCO for 2 h; sterilization: 0.22 ¥ìm filter; storage_buffer: Stored at 4¡ÆC,"cell_line: JEG-3 choriocarcinoma cells; dose: 50 ng mRNA per 25,000 cells; gene_expression_result: Normalized luciferase expression in JEG-3 cells; toxicity_profile: No significant decrease in cell viability vs Lipofectamine",3.0,numeric,0.5555555555555556,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,"['Kelsey L. Swingle', 'Hannah C. Safford', 'Hannah C. Geisler', 'Alex G. Hamilton', 'Ajay S. Thatte', 'Margaret M. Billingsley', 'Ryann A. Joseph', 'Kaitlin Mrksich', 'Marshall S. Padilla', 'Aditi A. Ghalsasi', 'Mohamad-Gabriel Alameh', 'Drew Weissman', 'Michael J. Mitchell']",Journal of the American Chemical Society,2023.0,B1 (C14 epoxide + polyamine core 1),DOPE,cholesterol,C14-PEG2000
628,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:16:46.5:2.5,mRNA,luciferase,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,96.88,0.59,,0.12,0.01,,86.34,4.47,,,,,wt/wt,10.0,OTHER_wt_ratio,synthesis_method: Microfluidic; device_used: Microfluidic device with herringbone features; total_flow_rate_ml_min: ; flow_rate_ratio: ; aqueous_phase_composition: 25 ¥ìg luciferase mRNA in 10 mM citrate buffer (pH = 3); organic_phase_composition: Ethanol phase with lipids; mixing_time_sec: ; temperature_condition: ; post_processing: Dialyzed against 1X PBS with 20 kDa MWCO for 2 h; sterilization: 0.22 ¥ìm filter; storage_buffer: Stored at 4¡ÆC,"cell_line: JEG-3 choriocarcinoma cells; dose: 50 ng mRNA per 25,000 cells; gene_expression_result: Significantly higher luciferase expression than Lipofectamine; toxicity_profile: No significant decrease in cell viability vs Lipofectamine",,,,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,"['Kelsey L. Swingle', 'Hannah C. Safford', 'Hannah C. Geisler', 'Alex G. Hamilton', 'Ajay S. Thatte', 'Margaret M. Billingsley', 'Ryann A. Joseph', 'Kaitlin Mrksich', 'Marshall S. Padilla', 'Aditi A. Ghalsasi', 'Mohamad-Gabriel Alameh', 'Drew Weissman', 'Michael J. Mitchell']",Journal of the American Chemical Society,2023.0,B2 (C14 epoxide + polyamine core 2),DOPE,cholesterol,C14-PEG2000
629,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:16:46.5:2.5,mRNA,luciferase,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,94.61,0.75,,0.12,0.01,,84.45,3.16,,,,,wt/wt,10.0,OTHER_wt_ratio,synthesis_method: Microfluidic; device_used: Microfluidic device with herringbone features; total_flow_rate_ml_min: ; flow_rate_ratio: ; aqueous_phase_composition: 25 ¥ìg luciferase mRNA in 10 mM citrate buffer (pH = 3); organic_phase_composition: Ethanol phase with lipids; mixing_time_sec: ; temperature_condition: ; post_processing: Dialyzed against 1X PBS with 20 kDa MWCO for 2 h; sterilization: 0.22 ¥ìm filter; storage_buffer: Stored at 4¡ÆC,"cell_line: JEG-3 choriocarcinoma cells; dose: 50 ng mRNA per 25,000 cells; gene_expression_result: Normalized luciferase expression in JEG-3 cells; toxicity_profile: No significant decrease in cell viability vs Lipofectamine",3.0,numeric,0.5555555555555556,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,"['Kelsey L. Swingle', 'Hannah C. Safford', 'Hannah C. Geisler', 'Alex G. Hamilton', 'Ajay S. Thatte', 'Margaret M. Billingsley', 'Ryann A. Joseph', 'Kaitlin Mrksich', 'Marshall S. Padilla', 'Aditi A. Ghalsasi', 'Mohamad-Gabriel Alameh', 'Drew Weissman', 'Michael J. Mitchell']",Journal of the American Chemical Society,2023.0,B3 (C14 epoxide + polyamine core 3),DOPE,cholesterol,C14-PEG2000
630,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:16:46.5:2.5,mRNA,luciferase,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,101.1,1.71,,0.14,0.01,,77.28,4.41,,,,,wt/wt,10.0,OTHER_wt_ratio,synthesis_method: Microfluidic; device_used: Microfluidic device with herringbone features; total_flow_rate_ml_min: ; flow_rate_ratio: ; aqueous_phase_composition: 25 ¥ìg luciferase mRNA in 10 mM citrate buffer (pH = 3); organic_phase_composition: Ethanol phase with lipids; mixing_time_sec: ; temperature_condition: ; post_processing: Dialyzed against 1X PBS with 20 kDa MWCO for 2 h; sterilization: 0.22 ¥ìm filter; storage_buffer: Stored at 4¡ÆC,"cell_line: JEG-3 choriocarcinoma cells; dose: 50 ng mRNA per 25,000 cells; gene_expression_result: Normalized luciferase expression in JEG-3 cells; toxicity_profile: No significant decrease in cell viability vs Lipofectamine",3.0,numeric,0.5555555555555556,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,"['Kelsey L. Swingle', 'Hannah C. Safford', 'Hannah C. Geisler', 'Alex G. Hamilton', 'Ajay S. Thatte', 'Margaret M. Billingsley', 'Ryann A. Joseph', 'Kaitlin Mrksich', 'Marshall S. Padilla', 'Aditi A. Ghalsasi', 'Mohamad-Gabriel Alameh', 'Drew Weissman', 'Michael J. Mitchell']",Journal of the American Chemical Society,2023.0,B4 (C14 epoxide + polyamine core 4),DOPE,cholesterol,C14-PEG2000
